light_rail,commuter_rail,brt,ferry,bus,express,x,y
0,0,0,0,1,0,1271145.161037728200000,287308.641387060280000
0,0,0,0,1,0,1277771.984070137100000,287089.347862392660000
0,0,0,0,1,0,1309236.629474058700000,286722.760340973730000
0,0,0,0,1,1,1266621.867262810500000,286067.464735552670000
0,0,0,0,1,1,1309231.394248306800000,283418.113735064860000
0,0,0,0,1,0,1312598.394075974800000,283304.996179148550000
0,0,0,0,1,0,1313742.747102215900000,283274.172421887520000
0,0,0,0,0,1,1288547.395590141400000,283057.054089725020000
0,0,0,0,1,1,1264688.514174133500000,282799.465037971740000
0,0,0,0,1,0,1311874.982465058600000,282328.407909229400000
0,0,0,0,1,0,1281726.631016477900000,281624.701311394570000
0,0,0,0,1,0,1302449.747706636800000,281143.525108397010000
0,0,0,0,1,0,1276385.278510227800000,280252.582992643120000
0,0,0,0,1,0,1266577.632115051200000,279884.524017483000000
0,0,0,0,1,0,1292038.865969389700000,279542.172011896970000
0,0,0,0,1,1,1293536.395126551400000,279465.524855479600000
0,0,0,0,1,1,1271107.867149055000000,279363.994874805210000
0,0,0,0,1,0,1266303.161535382300000,276910.289152309300000
0,0,0,0,1,0,1333397.746177971400000,276316.408450305460000
0,0,0,0,1,0,1193546.165317386400000,276022.522227063780000
0,0,0,0,1,0,1271092.161471799000000,275713.700994312760000
0,0,0,0,1,1,1276389.161048382500000,272725.407102137800000
0,0,0,0,1,0,1273745.984904304100000,272469.524739891290000
0,0,0,0,1,1,1265852.514798894500000,271490.524401307110000
0,0,0,0,1,0,1269760.631982639400000,271414.407099470500000
0,0,0,0,1,0,1272419.278896302000000,271348.818976059560000
0,0,0,0,1,1,1281383.866610139600000,271051.877968892460000
0,0,0,0,1,0,1271075.749759227000000,270061.348125815390000
0,0,0,0,1,0,1311719.159285888100000,269398.173271059990000
0,0,0,0,1,0,1271067.749447137100000,269396.583707302810000
0,0,0,0,1,0,1312116.982965305400000,269249.879276305440000
0,0,0,0,1,0,1295585.983547061700000,268667.114037647840000
0,0,0,0,1,0,1310087.394832894200000,267975.349673137070000
0,0,0,0,1,0,1266745.161635637300000,267493.407067477700000
0,0,0,0,1,0,1201720.753298893600000,266314.934686899190000
0,0,0,0,1,1,1280534.866995811500000,265643.995740056040000
0,0,0,0,1,0,1303709.630357474100000,265075.173058807850000
0,0,0,0,1,0,1306931.630147054800000,264991.525916397570000
0,0,0,0,1,0,1273617.396906882500000,264672.524913981560000
0,0,0,0,1,0,1307204.101058810900000,264248.290854305030000
0,0,0,0,1,0,1328314.746829554400000,263204.115121141080000
0,0,0,0,1,0,1275722.514415800600000,261961.995886221530000
0,0,0,0,1,1,1279012.749633222800000,261856.819587394600000
0,0,0,0,1,0,1302463.277535215000000,259813.408647969370000
0,0,0,0,1,0,1325876.747112393400000,259341.232755064960000
0,0,0,0,1,0,1263027.985671058300000,259147.407355308530000
0,0,0,0,1,1,1256236.633112058000000,258600.407136976720000
0,0,0,0,1,0,1272266.396984219600000,258085.054821223020000
0,0,0,0,1,0,1296502.513538137100000,257900.879336565730000
0,0,0,0,1,1,1277848.984900385100000,257429.643074303870000
0,0,0,0,1,1,1276275.279386386300000,257301.996347978710000
0,0,0,0,1,0,1285888.396643057500000,256275.702468812470000
0,0,0,0,1,1,1260309.750621974500000,255722.701606303450000
0,0,0,0,0,1,1277540.396934881800000,255613.643425479530000
0,0,0,0,1,0,1302703.277711391400000,254570.173727646470000
0,0,0,0,1,1,1281510.396540805700000,253875.290602982040000
0,0,0,0,1,0,1273530.397080883400000,252750.290556386110000
0,0,0,0,1,1,1275406.985191226000000,252681.290366306900000
0,0,0,0,1,0,1301388.278044804900000,252591.879783973100000
0,0,0,0,1,1,1283334.514283642200000,252513.702446892860000
0,0,0,0,1,0,1272588.396996393800000,252423.820080727340000
0,0,0,0,1,1,1265534.750342547900000,252132.466988891360000
0,0,0,0,1,1,1254909.162997975900000,251492.760591149330000
0,0,0,0,1,0,1302867.866292968400000,251284.350246801970000
0,0,0,0,1,0,1304509.513272136400000,251279.644547566770000
0,0,0,0,1,0,1272148.750237882100000,250710.819897815590000
0,0,0,0,1,0,1308560.160026475800000,250695.997420892120000
0,0,0,0,1,0,1309119.983381882300000,250695.174259811640000
0,0,0,0,1,1,1257547.633114725400000,250429.525512889030000
0,0,0,0,1,1,1262858.632991388400000,250336.407916978000000
0,0,0,0,1,0,1322096.394764974700000,249502.468639969830000
0,0,0,0,1,0,1302984.513369381400000,249359.114924058320000
0,0,0,0,1,0,1320908.159608632300000,248598.351025640960000
0,0,0,0,1,1,1272787.632490307100000,247993.114047139880000
0,0,0,0,1,0,1270757.750395223500000,246982.584900230170000
0,0,0,0,1,0,1309928.748496636700000,246601.292027637360000
0,0,0,0,1,0,1252112.751267969600000,246386.584123730660000
0,0,0,0,1,0,1303239.454460561300000,246182.350608304140000
0,0,0,0,1,1,1275019.632619470400000,246063.879388555880000
0,0,0,0,1,1,1276102.632421970400000,246030.291201144460000
0,0,0,0,1,1,1277440.397134885200000,245990.584915727380000
0,0,0,0,1,0,1282791.161695808200000,245901.232076063750000
0,0,0,0,1,1,1275000.985675141200000,245401.761618316170000
0,0,0,0,1,1,1265724.985854476700000,245228.526072397830000
0,0,0,0,1,0,1270711.867941051700000,244855.467435315250000
0,0,0,0,1,0,1304600.630872055900000,244645.585965305570000
0,0,0,0,1,0,1265612.633060798000000,244530.584882974620000
0,0,0,0,1,0,1285960.632062882200000,244524.467769220470000
0,0,0,0,1,0,1253477.163237303500000,244086.348894804720000
0,0,0,0,1,0,1255298.280658051400000,243813.643075391650000
0,0,0,0,1,0,1275723.750305727100000,243097.585124313830000
0,0,0,0,1,0,1183449.402046382400000,242801.993851974610000
0,0,0,0,1,1,1270938.750689387300000,242733.820103809240000
0,0,0,0,1,0,1186063.754757300000000,242725.758768230680000
0,0,0,0,1,1,1275983.632659971700000,242547.467458143830000
0,0,0,0,1,0,1260181.633424133100000,242024.526246815920000
0,0,0,0,1,0,1270018.397871300600000,241862.820533469320000
0,0,0,0,1,0,1265012.397712722400000,241806.643480479720000
0,0,0,0,1,0,1267632.750739723400000,241762.996586143970000
0,0,0,0,1,0,1278181.162057548800000,241431.291212812070000
0,0,0,0,1,0,1197738.872155055400000,240657.288823813200000
0,0,0,0,1,0,1274059.750352889300000,240616.526438146830000
0,0,0,0,1,0,1277801.632632881400000,240198.585344895720000
0,0,0,0,1,0,1251914.281192466600000,239911.643333479760000
0,0,0,0,1,0,1266262.633073136200000,239651.879089221360000
0,0,0,0,1,0,1261590.633558884300000,238409.291023224590000
0,0,0,0,1,0,1322216.277399227000000,238329.881077066060000
0,0,0,0,1,0,1275830.279948309100000,237062.879345983270000
0,0,0,0,1,0,1253568.869418725400000,236895.996805727480000
0,0,0,0,1,0,1277076.985460132400000,236765.409140393140000
0,0,0,0,1,0,1214994.635871797800000,236720.936460316180000
0,0,0,0,1,0,1320190.630531892200000,235578.057512477040000
0,0,0,0,1,0,1284485.279370561200000,235471.232922971250000
0,0,0,0,1,0,1267403.986105382400000,233372.585545480250000
0,0,0,0,1,0,1301725.631372720000000,233218.527782723310000
0,0,0,0,1,0,1262063.163125634200000,233120.938082888720000
0,0,0,0,1,0,1268361.868704050800000,233031.762080147860000
0,0,0,0,1,1,1344030.158640131400000,232745.999528303740000
0,0,0,0,1,0,1281371.750492632400000,232469.291748389600000
0,0,0,0,1,0,1204231.636728555000000,232300.759933233260000
0,0,0,0,1,0,1275680.632937893300000,232169.468201056120000
0,0,0,0,1,0,1267050.280447974800000,232119.526699885730000
0,0,0,0,1,0,1269941.162461474500000,231881.703028559680000
0,0,0,0,1,0,1301702.160947218500000,231564.527809888120000
0,0,0,0,1,1,1263287.986463382800000,230683.173601478340000
0,0,0,0,1,0,1305637.278405055400000,230629.881057143210000
0,0,0,0,1,0,1305629.984456390100000,230291.880748897790000
0,0,0,0,1,0,1324978.512688383500000,229310.822671636940000
0,0,0,0,0,1,1282319.750237047700000,228918.468469470740000
0,0,0,0,1,1,1302289.161085560900000,228229.880935892460000
0,0,0,0,1,0,1307691.866815552100000,228088.351691395040000
0,0,0,0,1,0,1273241.162423133900000,227965.409351974730000
0,0,0,0,1,0,1273898.397985309400000,227959.644599720840000
0,0,0,0,1,0,1317389.160084977700000,227822.646186053750000
0,0,0,0,1,0,1320028.866091638800000,227764.587575137620000
0,0,0,0,1,0,1324690.395154386800000,227623.411020219330000
0,0,0,0,1,1,1270290.751001134500000,227596.056416139010000
0,0,0,0,1,0,1268810.868790298700000,227262.350718721750000
0,0,0,0,1,0,1270507.633441388600000,227229.703474313020000
0,0,0,0,1,0,1278013.986210808200000,227040.174653887750000
0,0,0,0,1,0,1280799.632870465500000,226977.939214065670000
0,0,0,0,1,0,1304588.161080718000000,226840.410617724060000
0,0,0,0,1,0,1197539.519535392500000,226538.877428144220000
0,0,0,0,1,1,1273543.868510633700000,226119.998016566040000
0,0,0,0,1,1,1269833.515695139800000,225840.821081474420000
0,0,0,0,1,1,1270760.162791967400000,225539.056593149900000
0,0,0,0,1,0,1271902.868511810900000,225504.115390062330000
0,0,0,0,1,0,1271625.868737727400000,225340.174116894600000
0,0,0,0,1,0,1277408.868326559700000,225253.997780054810000
0,0,0,0,1,0,1278633.868501216200000,225226.762598305940000
0,0,0,0,1,0,1270362.162931799900000,224947.703445136550000
0,0,0,0,1,1,1302952.867107227400000,224756.057831063870000
0,0,0,0,1,0,1277950.515537217300000,224572.997829720380000
0,0,0,0,1,1,1305574.866784468300000,223874.998897641900000
0,0,0,1,0,0,1269123.986602380900000,223489.174209982160000
0,0,0,0,1,0,1322698.513311386100000,223447.117207482460000
0,0,0,0,1,1,1271730.633291974700000,223268.821304231880000
0,0,0,0,1,0,1197327.519631311300000,223267.113302394750000
0,0,0,0,1,0,1177597.991177052300000,223113.465643808250000
0,0,0,0,1,0,1273774.280451387200000,223019.762747228150000
0,0,0,0,1,0,1214474.989601388600000,223003.701755732300000
0,0,0,0,1,0,1279401.280024141100000,222896.468702480200000
0,0,0,0,1,0,1302947.631881475400000,222882.704950481650000
0,0,0,0,1,1,1271762.162756472800000,222145.409837141630000
0,0,0,0,0,1,1271733.986631721300000,220905.233183637260000
0,0,0,0,1,0,1278013.633193135300000,220702.762788057330000
0,0,0,0,1,0,1279160.632867634300000,220664.880645975470000
0,0,0,0,1,0,1198824.166900470900000,219751.760424971580000
0,0,0,1,0,0,1258866.516631811900000,218856.409197315570000
0,0,0,0,1,0,1257222.987110465800000,218365.703485816720000
0,0,0,0,1,1,1292065.279630467300000,218105.763388887050000
0,0,0,0,1,0,1316655.866604059900000,217625.587840065360000
0,0,0,0,1,0,1311975.748995810700000,217073.705413639550000
0,0,0,0,1,0,1202383.754925638400000,217010.054622307420000
0,0,0,0,1,0,1310732.866967141600000,216930.058391228320000
0,0,0,0,1,0,1343778.982961386400000,216894.765154719350000
0,0,0,0,1,0,1278718.397859722400000,216338.645532056690000
0,0,0,0,1,0,1316508.160862729000000,215928.764133974910000
0,0,0,0,1,0,1278419.280347719800000,215377.175014063720000
0,0,0,0,1,1,1271281.986551478500000,215082.233674809340000
0,0,0,0,1,1,1271660.515978142600000,215074.351144641640000
0,0,0,0,1,0,1317388.748996555800000,214890.470278814440000
0,0,0,0,1,0,1193683.167011886800000,214871.760670557620000
0,0,0,0,1,0,1251417.870111808200000,214048.174063146110000
0,0,0,0,1,0,1188971.991066798600000,213773.407552316780000
0,0,0,0,1,0,1271251.516139969200000,213537.527774721380000
0,0,0,0,1,0,1194252.167186215500000,213525.231211394070000
0,0,0,0,1,0,1197716.990637138500000,213462.348791226740000
0,0,0,0,1,0,1200183.166807144900000,213322.231289312240000
0,0,0,0,1,0,1310638.514137476700000,213039.999570310120000
0,0,0,0,1,0,1317883.984226554600000,212785.941023305060000
0,0,0,0,1,0,1256984.281551137600000,212522.115435481070000
0,0,0,0,1,0,1187610.520364552700000,212349.230938732620000
0,0,0,0,1,1,1263043.869497552500000,212155.645039811730000
0,0,0,0,1,0,1271240.398708134900000,212079.822028726340000
0,0,0,0,1,0,1316487.513922393300000,211654.587971061470000
0,0,0,0,1,1,1297088.514662727700000,211368.822794556620000
0,0,0,0,1,0,1308007.514150142700000,210246.705616220830000
0,0,0,0,1,0,1187511.991034060700000,208941.995955303310000
0,0,0,0,1,1,1310117.867212891600000,208857.940677225590000
0,0,0,0,1,0,1279636.398320302400000,208772.881136059760000
0,0,0,0,1,0,1268595.281294971700000,208755.233861640100000
0,0,0,0,1,1,1297171.750060558300000,208723.528872564440000
0,0,0,0,1,0,1285562.750968888400000,208654.999153971670000
0,0,0,0,1,0,1184900.285627558800000,208041.348806470630000
0,0,0,0,1,0,1259490.752259969700000,207824.115973219280000
0,0,0,0,1,0,1217570.401389554100000,207386.702806055550000
0,0,0,0,1,0,1184534.403157219300000,207182.584447890520000
0,0,0,0,1,0,1274982.163206219700000,207017.410565644500000
0,0,0,0,1,0,1307902.985159725000000,205946.823467969890000
0,0,0,0,1,0,1273993.163215726600000,203992.293256312610000
0,0,0,0,1,0,1256717.634774714700000,203944.939676478510000
0,0,0,0,1,0,1305375.749728635000000,203607.470535144210000
0,0,0,0,1,0,1313962.514379218200000,202716.412277892230000
0,0,0,0,1,0,1281785.163051635000000,202565.352212563160000
0,0,0,0,1,0,1258329.281813889700000,202553.527761146430000
0,0,0,0,1,0,1278362.163335979000000,201179.528540641070000
0,0,0,0,1,1,1286942.868615478300000,201162.528902724390000
0,0,0,0,1,1,1347653.630067721000000,200815.001382559540000
0,0,0,0,1,0,1256606.752778634400000,200211.351343140010000
0,0,0,0,1,0,1279135.869137644800000,200027.234585389490000
0,0,0,0,1,0,1199664.755442380900000,199906.173147723080000
0,0,0,0,1,0,1201662.167129978500000,199838.820264056320000
0,0,0,0,1,1,1296173.515180394100000,199763.588131055240000
0,0,0,0,1,0,1264572.517030805300000,199707.292968064550000
0,0,0,0,1,0,1342272.159859553000000,199506.236611649390000
0,0,0,0,1,1,1347429.335896894300000,198932.001539647580000
0,0,0,0,1,0,1282896.280580058700000,198931.470372721550000
0,0,0,0,1,0,1274389.751661390100000,198851.940348058940000
0,0,0,0,1,0,1280278.986602053000000,198767.587498396640000
0,0,0,0,1,0,1343274.983313217800000,198558.589556813240000
0,0,0,0,1,0,1282890.633609727000000,197917.881848722700000
0,0,0,0,1,0,1196258.520456969700000,196273.467486649750000
0,0,0,0,1,0,1342796.865831136700000,195711.295382648710000
0,0,0,0,1,0,1272420.751990467300000,195598.469820886850000
0,0,0,0,1,0,1217363.872275054500000,195550.939076066020000
0,0,0,0,1,0,1281057.751448720700000,195307.587856724860000
0,0,0,0,1,0,1283229.927878633100000,195263.646671637890000
0,0,0,0,1,0,1263129.164274469000000,195134.058020055290000
0,0,0,0,1,0,1197623.285115882800000,194662.056011304260000
0,0,0,0,1,1,1284770.516004800800000,194212.352514386180000
0,0,0,0,1,1,1287529.398282304400000,193049.705889552830000
0,0,0,0,1,1,1287233.162982389300000,193001.411694809790000
0,0,0,0,1,1,1288713.104248225700000,191287.647077724340000
0,0,0,0,1,0,1261716.634947300000000,191146.175575897100000
0,0,0,0,1,0,1261708.870199054500000,190544.528485223650000
0,0,0,0,1,0,1196017.638392806100000,189374.997359722850000
0,0,0,0,1,0,1280127.281196802900000,188442.470681473610000
0,0,0,0,1,0,1306593.868027299600000,187710.059744730590000
0,0,0,0,1,0,1272198.516870632800000,187060.293983891610000
0,0,0,0,1,0,1285373.751346886200000,186655.353192731740000
0,0,0,0,1,0,1261646.517633467900000,186511.764241054650000
0,0,0,0,1,0,1308212.632834389800000,186414.648293554780000
0,0,0,0,1,0,1287908.986761972300000,186126.706284135580000
0,0,0,0,1,0,1286385.163037970700000,185466.235492229460000
0,0,0,0,1,0,1275287.399144306800000,184345.529400303960000
0,0,0,0,0,1,1281178.398845225600000,184233.235333561900000
0,0,0,0,1,0,1277726.399187549900000,183850.117989555000000
0,0,0,0,1,1,1302034.515597477600000,183799.765728056430000
0,0,0,0,1,1,1302018.397847548100000,182503.824750393630000
0,0,0,0,1,0,1292664.162947133200000,182420.941714063290000
0,0,0,0,1,0,1269455.164417728800000,181799.235280305150000
0,0,0,0,1,0,1235884.283724978600000,181751.940099313860000
0,0,0,0,1,0,1324393.631968393900000,180546.825383558870000
0,0,0,0,1,1,1285757.987126976300000,179113.000823393460000
0,0,0,0,1,1,1301749.515839383000000,178536.530519649390000
0,0,0,0,1,0,1301744.162503644800000,178083.765677139160000
0,0,0,0,1,0,1301425.398049309800000,177423.353940218690000
0,0,0,0,1,0,1298667.868787467500000,176917.413022980090000
0,0,0,0,1,0,1265985.635267555700000,176762.882164061070000
0,0,0,0,1,0,1281593.516781389700000,176365.824231147770000
0,0,0,0,1,0,1281063.634639054500000,174907.412449806930000
0,0,0,0,1,0,1293124.398575216500000,173383.295419305560000
0,0,0,0,1,0,1290315.869415387500000,173092.942325472830000
0,0,0,0,1,0,1307097.515313968100000,173060.413519144060000
0,0,0,0,1,1,1316816.750140547800000,172688.943133473400000
0,0,0,0,1,0,1271846.752810388800000,172558.000481978060000
0,0,0,0,1,0,1288438.751778557900000,172006.000929802660000
0,0,0,0,1,0,1305839.398079559200000,170646.883897393940000
0,0,0,0,1,0,1267179.164704635700000,170021.294597387310000
0,0,0,0,1,0,1271003.752855971500000,168615.177330896260000
0,0,0,0,1,1,1237826.872359469500000,167452.705574482680000
0,0,0,0,1,0,1288810.634564966000000,166870.295650064950000
0,0,0,0,1,0,1313599.868450969500000,165317.825985983010000
0,0,0,0,1,0,1293291.163661643900000,164098.472125470640000
0,0,0,0,1,0,1290287.516781806900000,161693.590124219660000
0,0,0,0,1,1,1284038.399358809000000,161258.236664220690000
0,0,0,0,1,0,1268645.400617301500000,158025.295295476910000
0,0,0,0,1,0,1272332.753150716400000,156233.354325562720000
0,0,0,0,1,0,1284288.399514973200000,153682.649125143890000
0,0,0,0,1,0,1272104.988842472400000,150180.295565560460000
0,0,0,0,1,0,1276598.870930805800000,150142.237242728470000
0,0,0,0,1,0,1292390.870186641800000,149534.943509802220000
0,0,0,0,1,0,1301392.281317636400000,147986.708745390180000
0,0,0,0,1,0,1202913.992382228400000,146913.058333635330000
0,0,0,0,1,1,1279006.635472223200000,146468.178645983340000
0,0,0,0,1,0,1305198.163469642400000,146453.473622888330000
0,0,0,0,1,0,1273846.753403559300000,144588.295922815800000
0,0,0,0,1,0,1302719.163834467500000,144134.297158896920000
0,0,0,0,1,0,1295497.517188549000000,142948.061670482160000
0,0,0,0,1,0,1277488.518101632600000,141859.472968399520000
0,0,0,0,1,0,1280422.988610640200000,141122.825819641350000
0,0,0,0,1,0,1305094.281459555000000,140450.826835557820000
0,0,0,0,1,0,1301433.869817137700000,138911.591396972540000
0,0,0,0,1,0,1310314.516425892700000,136725.944849640130000
0,0,0,0,1,0,1328103.750860467600000,136610.357154309750000
0,0,0,0,1,0,1299908.281660974000000,135296.179992645980000
0,0,0,0,1,1,1277489.988899216100000,133991.179321810600000
0,0,0,0,1,0,1316353.633940801000000,133334.474598482250000
0,0,0,0,1,0,1316816.280981391700000,133324.239710807800000
0,0,0,0,1,0,1205169.169302299600000,132551.118225559590000
0,0,0,0,1,0,1205138.287146225600000,130946.941643893720000
0,0,0,0,1,0,1296028.517438888500000,127178.591897144910000
0,0,0,0,1,0,1269389.989679306700000,121205.473922148350000
0,0,0,0,1,0,1274661.754398226700000,121091.827167809010000
0,0,0,0,1,1,1205696.934322893600000,120699.589435219760000
0,0,0,0,1,0,1303341.399794727600000,119669.475025638940000
0,0,0,0,1,0,1207395.875478804100000,119434.001087144020000
0,0,0,0,1,0,1268019.284087389700000,118593.826914474370000
0,0,0,0,1,0,1297971.988289475400000,118063.827646389600000
0,0,0,0,1,0,1294710.870795965200000,116485.180869311090000
0,0,0,0,1,0,1254426.402480557600000,116160.532240390780000
0,0,0,0,1,0,1293949.164970308500000,114669.827872723340000
0,0,0,0,0,1,1293466.517969727500000,114340.710420727730000
0,0,0,0,1,0,1293941.635785892600000,114334.416141971950000
0,0,0,0,1,0,1207224.169785469800000,114150.237048387530000
0,0,0,0,1,0,1261387.167102307100000,113443.414971232410000
0,0,0,0,1,0,1269330.519653886600000,112984.238724231720000
0,0,0,0,1,0,1263882.166705474300000,112668.768226563930000
0,0,0,0,1,0,1221630.874895885600000,112011.413898229600000
0,0,0,0,1,0,1256089.873234972400000,111667.944440811870000
0,0,0,0,1,0,1256081.873250976200000,111269.297272220250000
0,0,0,0,1,0,1297290.400413811200000,110214.593016803260000
0,0,0,0,1,0,1225546.639702141300000,110155.355274394150000
0,0,0,0,1,0,1270737.637246474600000,109310.709653973580000
0,0,0,0,1,0,1253731.638122052000000,108409.003452137110000
0,0,0,0,1,0,1267784.755028888600000,106735.297810062770000
0,0,0,0,1,0,1296196.518087133800000,106253.298774063590000
0,0,0,0,1,0,1288792.989259049300000,105036.769382983450000
0,0,0,0,1,0,1233362.168690472800000,104555.649938389660000
0,0,0,0,1,0,1295218.871420383500000,103619.181338891390000
0,0,0,0,1,0,1221556.404572382600000,103521.061128303410000
0,0,0,0,1,0,1227606.757301062300000,103333.531975805760000
0,0,0,0,1,0,1228363.639645561600000,103318.708514645700000
0,0,0,0,1,0,1230980.404425144200000,103268.179416224360000
0,0,0,0,1,0,1226356.875286385400000,97627.473506063223000
0,0,0,0,1,0,1230232.757298395000000,97519.708957806230000
0,0,0,0,1,0,1240213.874475225800000,97141.297641143203000
0,0,0,0,1,0,1219961.287355810400000,96457.708785220981000
0,0,0,0,1,0,1219957.993071049500000,95785.473581150174000
0,0,0,0,1,0,1231286.757486969200000,95581.826678723097000
0,0,0,0,1,0,1231653.169155716900000,95575.767963811755000
0,0,0,0,1,0,1277689.402214303600000,94890.828388810158000
0,0,0,0,1,0,1219889.169717893000000,93158.650094643235000
0,0,0,0,1,0,1270369.284964799900000,92724.945909559727000
0,0,0,0,1,0,1261962.991081893400000,92406.475089803338000
0,0,0,0,1,0,1235040.521961048200000,91535.297698304057000
0,0,0,0,1,0,1219842.758065298200000,91297.708934649825000
0,0,0,0,1,0,1322746.752716228400000,91251.241835981607000
0,0,0,0,1,0,1267061.638036802400000,90836.651785895228000
0,0,0,0,1,0,1223696.522667467600000,90828.061908066273000
0,0,0,0,1,0,1241478.168862640900000,90577.297973886132000
0,0,0,0,1,0,1230836.639948889600000,90281.709326222539000
0,0,0,0,1,0,1226011.875320226000000,89989.767980977893000
0,0,0,0,1,0,1237502.286722555800000,89542.239020392299000
0,0,0,0,1,0,1234236.521928638200000,88729.062825232744000
0,0,0,0,1,0,1217122.405566394300000,87877.415250316262000
0,0,0,0,1,0,1240995.757097810500000,87865.533384308219000
0,0,0,0,1,0,1266991.167377218600000,87756.063786983490000
0,0,0,0,1,0,1261800.873623967200000,85155.181521564722000
0,0,0,0,1,0,1242656.168803215000000,84705.945543393493000
