INode,JNode,LocationID,LocationDe,CityName,CountyName
158606,158413,Lakewood4,Fort Steilacoom Park Trail at Steilacoom Blvd and Sentinel Dr,Lakewood,Pierce County
179581,158413,Lakewood4,Fort Steilacoom Park Trail at Steilacoom Blvd and Sentinel Dr,Lakewood,Pierce County
156598,158413,Lakewood4,Fort Steilacoom Park Trail at Steilacoom Blvd and Sentinel Dr,Lakewood,Pierce County
156915,157767,Puyallup2,Foothills Trail south of 80th St E,Puyallup,Pierce County
157767,157828,Puyallup2,Foothills Trail south of 80th St E,Puyallup,Pierce County
157767,181530,Puyallup2,Foothills Trail south of 80th St E,Puyallup,Pierce County
157767,157845,Puyallup2,Foothills Trail south of 80th St E,Puyallup,Pierce County
155579,157767,Puyallup2,Foothills Trail south of 80th St E,Puyallup,Pierce County
156550,155230,Puyallup1,Riverwalk Trail at SR-512,Puyallup,Pierce County
156287,181259,Puyallup1,Riverwalk Trail at SR-512,Puyallup,Pierce County
152986,153324,Tacoma1,Water Ditch Trail and S 56th St,Tacoma,Pierce County
149992,150193,Tacoma20,S G St and S 37th St,Tacoma,Pierce County
150195,150193,Tacoma20,S G St and S 37th St,Tacoma,Pierce County
150193,150191,Tacoma20,S G St and S 37th St,Tacoma,Pierce County
150193,150453,Tacoma20,S G St and S 37th St,Tacoma,Pierce County
181538,182241,Tacoma11,Scott Pierson Trail near Cheney Stadium,Tacoma,Pierce County
147279,147326,Tacoma7,Eells St Bridge,Tacoma,Pierce County
181622,147657,Tacoma7,Eells St Bridge,Tacoma,Pierce County
143884,182240,Tacoma17,Skybridge over SR 16 at N Skyline Dr,Tacoma,Pierce County
143202,144170,Tacoma19,Scott Pierson Trail on Tacoma Narrows Bridge,Tacoma,Pierce County
143354,143557,Tacoma3,Saint Helens Ave and Division Ave,Tacoma,Pierce County
143354,143546,Tacoma3,Saint Helens Ave and Division Ave,Tacoma,Pierce County
194570,194569,Tacoma3,Saint Helens Ave and Division Ave,Tacoma,Pierce County
181318,132998,Gig Harbor1,Cushman Trail at Kimball Dr (south of Park & Ride),Gig Harbor,Pierce County
133177,181318,Gig Harbor1,Cushman Trail at Kimball Dr (south of Park & Ride),Gig Harbor,Pierce County
181318,181319,Gig Harbor1,Cushman Trail at Kimball Dr (south of Park & Ride),Gig Harbor,Pierce County
181068,187484,Kent1,Interurban Trail at S 259th St,Kent,King County
125043,187484,Kent1,Interurban Trail at S 259th St,Kent,King County
187484,125102,Kent1,Interurban Trail at S 259th St,Kent,King County
125025,187484,Kent1,Interurban Trail at S 259th St,Kent,King County
187484,125216,Kent1,Interurban Trail at S 259th St,Kent,King County
125089,187484,Kent1,Interurban Trail at S 259th St,Kent,King County
124658,125049,Kent7,SE 256th St and 104th Ave SE,Kent,King County
124658,124657,Kent7,SE 256th St and 104th Ave SE,Kent,King County
124661,124658,Kent7,SE 256th St and 104th Ave SE,Kent,King County
124658,124266,Kent7,SE 256th St and 104th Ave SE,Kent,King County
181067,121836,Kent2,Interurban Trail at W James St,Kent,King County
121841,181067,Kent2,Interurban Trail at W James St,Kent,King County
181469,181067,Kent2,Interurban Trail at W James St,Kent,King County
181067,181470,Kent2,Interurban Trail at W James St,Kent,King County
121951,122425,Kent4,SE 240th St and 116th Ave SE,Kent,King County
121948,121951,Kent4,SE 240th St and 116th Ave SE,Kent,King County
121963,121951,Kent4,SE 240th St and 116th Ave SE,Kent,King County
121951,183739,Kent4,SE 240th St and 116th Ave SE,Kent,King County
120338,121951,Kent4,SE 240th St and 116th Ave SE,Kent,King County
112959,113082,Vashon Island2,Vahson Hwy SW and SW Bank Rd,Vashon Island,King County
112962,112959,Vashon Island2,Vahson Hwy SW and SW Bank Rd,Vashon Island,King County
112959,112958,Vashon Island2,Vahson Hwy SW and SW Bank Rd,Vashon Island,King County
112959,112723,Vashon Island2,Vahson Hwy SW and SW Bank Rd,Vashon Island,King County
110701,110768,Tukwila7,Strander Blvd and Andover Park W,Tukwila,King County
110806,110768,Tukwila7,Strander Blvd and Andover Park W,Tukwila,King County
110708,110768,Tukwila7,Strander Blvd and Andover Park W,Tukwila,King County
110768,194767,Tukwila7,Strander Blvd and Andover Park W,Tukwila,King County
194601,190545,Renton1,Cedar River Trail east of 154th Pl SE (east of tunnel on straight segment),Renton,King County
182189,194601,Renton1,Cedar River Trail east of 154th Pl SE (east of tunnel on straight segment),Renton,King County
194601,194600,Renton1,Cedar River Trail east of 154th Pl SE (east of tunnel on straight segment),Renton,King County
182185,181330,Tukwila4,Green River Trail and Interurban Trail (N of I-405),Tukwila,King County
180808,182185,Tukwila4,Green River Trail and Interurban Trail (N of I-405),Tukwila,King County
182185,182183,Tukwila4,Green River Trail and Interurban Trail (N of I-405),Tukwila,King County
109627,109626,Burien3,SW 148th St and Ambaum Blvd SW,Burien,King County
109370,109627,Burien3,SW 148th St and Ambaum Blvd SW,Burien,King County
109627,109628,Burien3,SW 148th St and Ambaum Blvd SW,Burien,King County
109627,109804,Burien3,SW 148th St and Ambaum Blvd SW,Burien,King County
109161,109238,Tukwila8,S 144th St and Tukwila International Blvd,Tukwila,King County
109161,109167,Tukwila8,S 144th St and Tukwila International Blvd,Tukwila,King County
109161,108923,Tukwila8,S 144th St and Tukwila International Blvd,Tukwila,King County
109161,109154,Tukwila8,S 144th St and Tukwila International Blvd,Tukwila,King County
109930,109161,Tukwila8,S 144th St and Tukwila International Blvd,Tukwila,King County
107803,107512,Burien1,SW 136th St and 4th Ave SW,Burien,King County
107801,107803,Burien1,SW 136th St and 4th Ave SW,Burien,King County
107806,107803,Burien1,SW 136th St and 4th Ave SW,Burien,King County
107988,107803,Burien1,SW 136th St and 4th Ave SW,Burien,King County
107182,107803,Burien1,SW 136th St and 4th Ave SW,Burien,King County
106410,106502,Tukwila9,42nd Ave S and Interurban Ave S at Green River Trail,Tukwila,King County
105389,181325,Tukwila9,42nd Ave S and Interurban Ave S at Green River Trail,Tukwila,King County
106262,106266,Renton2,N 6th St and Logan Ave N,Renton,King County
106566,106266,Renton2,N 6th St and Logan Ave N,Renton,King County
106266,106270,Renton2,N 6th St and Logan Ave N,Renton,King County
106266,182331,Renton2,N 6th St and Logan Ave N,Renton,King County
106266,179773,Renton2,N 6th St and Logan Ave N,Renton,King County
194182,106266,Renton2,N 6th St and Logan Ave N,Renton,King County
103629,103626,Tukwila1,Boeing Access Rd and E Marginal Way S,Tukwila,King County
103629,103435,Tukwila1,Boeing Access Rd and E Marginal Way S,Tukwila,King County
103629,103766,Tukwila1,Boeing Access Rd and E Marginal Way S,Tukwila,King County
103629,103740,Tukwila1,Boeing Access Rd and E Marginal Way S,Tukwila,King County
103591,105786,Tukwila1,Boeing Access Rd and E Marginal Way S,Tukwila,King County
102905,103035,Vashon Island1,Vashon Hwy SW and 103rd Ave SW (Vahson Ferry Terminal),Vashon Island,King County
102905,103001,Vashon Island1,Vashon Hwy SW and 103rd Ave SW (Vahson Ferry Terminal),Vashon Island,King County
102905,102818,Vashon Island1,Vashon Hwy SW and 103rd Ave SW (Vahson Ferry Terminal),Vashon Island,King County
100812,100955,Seattle29,Chief Sealth Trail at MLK Junior Way S,Seattle,King County
100812,100847,Seattle29,Chief Sealth Trail at MLK Junior Way S,Seattle,King County
100603,100812,Seattle29,Chief Sealth Trail at MLK Junior Way S,Seattle,King County
100462,100812,Seattle29,Chief Sealth Trail at MLK Junior Way S,Seattle,King County
100812,100806,Seattle29,Chief Sealth Trail at MLK Junior Way S,Seattle,King County
100056,100218,Issaquah2,E Sunset Way and 6th Ave NE,Issaquah,King County
100043,100056,Issaquah2,E Sunset Way and 6th Ave NE,Issaquah,King County
100056,100038,Issaquah2,E Sunset Way and 6th Ave NE,Issaquah,King County
182193,100056,Issaquah2,E Sunset Way and 6th Ave NE,Issaquah,King County
97553,97557,Seattle33,MLK Junior Way S and S Myrtle St,Seattle,King County
97358,97553,Seattle33,MLK Junior Way S and S Myrtle St,Seattle,King County
97551,97553,Seattle33,MLK Junior Way S and S Myrtle St,Seattle,King County
97776,97553,Seattle33,MLK Junior Way S and S Myrtle St,Seattle,King County
97606,97508,Issaquah3,Newport Way NW and SR 900,Issaquah,King County
97606,97617,Issaquah3,Newport Way NW and SR 900,Issaquah,King County
97794,97606,Issaquah3,Newport Way NW and SR 900,Issaquah,King County
182866,97606,Issaquah3,Newport Way NW and SR 900,Issaquah,King County
181554,97711,Issaquah7,East Lake Sammamish Trail and Issaquah to Preston Trail,Issaquah,King County
97967,181554,Issaquah7,East Lake Sammamish Trail and Issaquah to Preston Trail,Issaquah,King County
181554,181424,Issaquah7,East Lake Sammamish Trail and Issaquah to Preston Trail,Issaquah,King County
181792,95267,Issaquah4,17th Ave NW and 12th Ave NW,Issaquah,King County
95267,95342,Issaquah4,17th Ave NW and 12th Ave NW,Issaquah,King County
95267,95271,Issaquah4,17th Ave NW and 12th Ave NW,Issaquah,King County
182861,95267,Issaquah4,17th Ave NW and 12th Ave NW,Issaquah,King County
95267,96240,Issaquah4,17th Ave NW and 12th Ave NW,Issaquah,King County
93945,93926,Seattle22,Beacon Ave S and Chief Sealth Trail,Seattle,King County
93926,93877,Seattle22,Beacon Ave S and Chief Sealth Trail,Seattle,King County
192674,93926,Seattle22,Beacon Ave S and Chief Sealth Trail,Seattle,King County
94056,93926,Seattle22,Beacon Ave S and Chief Sealth Trail,Seattle,King County
93926,93583,Seattle22,Beacon Ave S and Chief Sealth Trail,Seattle,King County
93926,93518,Seattle22,Beacon Ave S and Chief Sealth Trail,Seattle,King County
181648,93926,Seattle22,Beacon Ave S and Chief Sealth Trail,Seattle,King County
93926,194591,Seattle22,Beacon Ave S and Chief Sealth Trail,Seattle,King County
194592,93926,Seattle22,Beacon Ave S and Chief Sealth Trail,Seattle,King County
93363,93365,Seattle25,Rainier Ave S and S Edmunds St,Seattle,King County
93365,93375,Seattle25,Rainier Ave S and S Edmunds St,Seattle,King County
93559,93365,Seattle25,Rainier Ave S and S Edmunds St,Seattle,King County
93365,93141,Seattle25,Rainier Ave S and S Edmunds St,Seattle,King County
92019,92451,Seattle21,California Ave SW and SW Alaska St,Seattle,King County
92451,92446,Seattle21,California Ave SW and SW Alaska St,Seattle,King County
92458,92451,Seattle21,California Ave SW and SW Alaska St,Seattle,King County
92864,92451,Seattle21,California Ave SW and SW Alaska St,Seattle,King County
93765,92451,Seattle21,California Ave SW and SW Alaska St,Seattle,King County
192689,92451,Seattle21,California Ave SW and SW Alaska St,Seattle,King County
90497,90282,Bremerton1,Washington Ave and 4th St,Bremerton,Kitsap County
90665,90497,Bremerton1,Washington Ave and 4th St,Bremerton,Kitsap County
183866,90497,Bremerton1,Washington Ave and 4th St,Bremerton,Kitsap County
90497,90466,Bremerton1,Washington Ave and 4th St,Bremerton,Kitsap County
90234,90221,Bremerton2,Warren Ave and 6th St,Bremerton,Kitsap County
90251,90234,Bremerton2,Warren Ave and 6th St,Bremerton,Kitsap County
90234,90443,Bremerton2,Warren Ave and 6th St,Bremerton,Kitsap County
90234,89833,Bremerton2,Warren Ave and 6th St,Bremerton,Kitsap County
183865,90234,Bremerton2,Warren Ave and 6th St,Bremerton,Kitsap County
91676,91838,Issaquah5,East Lake Sammamish Pkwy SE and SE 43rd Way,Issaquah,King County
91147,91838,Issaquah5,East Lake Sammamish Pkwy SE and SE 43rd Way,Issaquah,King County
92296,91838,Issaquah5,East Lake Sammamish Pkwy SE and SE 43rd Way,Issaquah,King County
181791,91838,Issaquah5,East Lake Sammamish Pkwy SE and SE 43rd Way,Issaquah,King County
182192,90679,Bellevue2,SE 8th St and 114th Ave SE,Bellevue,King County
194139,182192,Bellevue2,SE 8th St and 114th Ave SE,Bellevue,King County
182192,91732,Bellevue2,SE 8th St and 114th Ave SE,Bellevue,King County
182192,180480,Bellevue2,SE 8th St and 114th Ave SE,Bellevue,King County
89888,89895,Seattle5,Duwamish Trail and W Seattle Bridge Trail,Seattle,King County
89610,89888,Seattle5,Duwamish Trail and W Seattle Bridge Trail,Seattle,King County
89888,90092,Seattle5,Duwamish Trail and W Seattle Bridge Trail,Seattle,King County
89205,89203,Mercer Island5,W Mercer Way and SE 40th St,Mercer Island,King County
89090,89205,Mercer Island5,W Mercer Way and SE 40th St,Mercer Island,King County
89498,89205,Mercer Island5,W Mercer Way and SE 40th St,Mercer Island,King County
89205,89663,Mercer Island5,W Mercer Way and SE 40th St,Mercer Island,King County
88493,88716,Bellevue13,I-90 Bike Trail east of SE Eastgate Way,Bellevue,King County
88716,88784,Bellevue13,I-90 Bike Trail east of SE Eastgate Way,Bellevue,King County
88716,90817,Bellevue13,I-90 Bike Trail east of SE Eastgate Way,Bellevue,King County
86824,86782,Bremerton5,Wheaton Way and Schley Blvd,Bremerton,Kitsap County
86824,86949,Bremerton5,Wheaton Way and Schley Blvd,Bremerton,Kitsap County
86121,86824,Bremerton5,Wheaton Way and Schley Blvd,Bremerton,Kitsap County
194146,187486,Bellevue3,I-90 Trail at Enatai,Bellevue,King County
85949,86148,Seattle13,Lakeside Ave S and Lake Washington Blvd S,Seattle,King County
86783,86148,Seattle13,Lakeside Ave S and Lake Washington Blvd S,Seattle,King County
85929,86148,Seattle13,Lakeside Ave S and Lake Washington Blvd S,Seattle,King County
86510,85831,Bellevue6,West Lake Sammamish Parkway and SE 26th St,Bellevue,King County
86510,86998,Bellevue6,West Lake Sammamish Parkway and SE 26th St,Bellevue,King County
86510,86435,Bellevue6,West Lake Sammamish Parkway and SE 26th St,Bellevue,King County
85786,86020,Mercer Island2,SE 27th St and 76th Ave SE,Mercer Island,King County
181420,85938,Mercer Island3,I -90 trail at SE 26th St,Mercer Island,King County
181421,181420,Mercer Island3,I -90 trail at SE 26th St,Mercer Island,King County
180870,181420,Mercer Island3,I -90 trail at SE 26th St,Mercer Island,King County
181420,85650,Mercer Island3,I -90 trail at SE 26th St,Mercer Island,King County
84235,84212,Seattle9,Jose Rizal Bridge and I-90 Trail,Seattle,King County
84331,84235,Seattle9,Jose Rizal Bridge and I-90 Trail,Seattle,King County
84445,84235,Seattle9,Jose Rizal Bridge and I-90 Trail,Seattle,King County
84235,180622,Seattle9,Jose Rizal Bridge and I-90 Trail,Seattle,King County
194145,84235,Seattle9,Jose Rizal Bridge and I-90 Trail,Seattle,King County
81967,82095,Seattle48,12th Ave and E Jefferson St,Seattle,King County
81963,81967,Seattle48,12th Ave and E Jefferson St,Seattle,King County
81857,81967,Seattle48,12th Ave and E Jefferson St,Seattle,King County
81967,81972,Seattle48,12th Ave and E Jefferson St,Seattle,King County
81035,80719,Bellevue4,108th Ave NE south of NE 4th St,Bellevue,King County
80719,80726,Bellevue4,108th Ave NE south of NE 4th St,Bellevue,King County
80719,80716,Bellevue4,108th Ave NE south of NE 4th St,Bellevue,King County
80719,80319,Bellevue4,108th Ave NE south of NE 4th St,Bellevue,King County
80842,80719,Bellevue4,108th Ave NE south of NE 4th St,Bellevue,King County
80316,80279,Seattle44,Pike St and Melrose Ave,Seattle,King County
80437,80316,Seattle44,Pike St and Melrose Ave,Seattle,King County
80316,80105,Seattle44,Pike St and Melrose Ave,Seattle,King County
80316,80027,Seattle44,Pike St and Melrose Ave,Seattle,King County
80558,80316,Seattle44,Pike St and Melrose Ave,Seattle,King County
80027,80032,Seattle49,Pine St and Melrose Ave,Seattle,King County
80027,79915,Seattle49,Pine St and Melrose Ave,Seattle,King County
80105,80027,Seattle49,Pine St and Melrose Ave,Seattle,King County
192520,80027,Seattle49,Pine St and Melrose Ave,Seattle,King County
79248,79247,Seattle47,Melrose Ave and E Denny Way,Seattle,King County
79248,79257,Seattle47,Melrose Ave and E Denny Way,Seattle,King County
79248,78980,Seattle47,Melrose Ave and E Denny Way,Seattle,King County
79605,79248,Seattle47,Melrose Ave and E Denny Way,Seattle,King County
192498,79248,Seattle47,Melrose Ave and E Denny Way,Seattle,King County
78632,78914,Seattle14,Broadway E and E John St,Seattle,King County
78914,79108,Seattle14,Broadway E and E John St,Seattle,King County
78914,78917,Seattle14,Broadway E and E John St,Seattle,King County
194149,78914,Seattle14,Broadway E and E John St,Seattle,King County
78910,78914,Seattle14,Broadway E and E John St,Seattle,King County
77830,77618,Bainbridge Island8,Bucklin Hill Rd and Blakely Ave,Bainbridge Island,Kitsap County
77830,77991,Bainbridge Island8,Bucklin Hill Rd and Blakely Ave,Bainbridge Island,Kitsap County
77830,77855,Bainbridge Island8,Bucklin Hill Rd and Blakely Ave,Bainbridge Island,Kitsap County
77830,76624,Bainbridge Island8,Bucklin Hill Rd and Blakely Ave,Bainbridge Island,Kitsap County
78628,180638,Bellevue1,NE 12th St west of 116th Ave NE,Bellevue,King County
78816,78628,Bellevue1,NE 12th St west of 116th Ave NE,Bellevue,King County
78628,181964,Bellevue1,NE 12th St west of 116th Ave NE,Bellevue,King County
79133,78628,Bellevue1,NE 12th St west of 116th Ave NE,Bellevue,King County
78249,78628,Bellevue1,NE 12th St west of 116th Ave NE,Bellevue,King County
77066,77073,Bainbridge Island2,SR 305 and Winslow Way,Bainbridge Island,Kitsap County
77066,77060,Bainbridge Island2,SR 305 and Winslow Way,Bainbridge Island,Kitsap County
77066,77305,Bainbridge Island2,SR 305 and Winslow Way,Bainbridge Island,Kitsap County
77066,76093,Bainbridge Island2,SR 305 and Winslow Way,Bainbridge Island,Kitsap County
77066,57951,Bainbridge Island2,SR 305 and Winslow Way,Bainbridge Island,Kitsap County
77520,77066,Bainbridge Island2,SR 305 and Winslow Way,Bainbridge Island,Kitsap County
75921,75965,Bainbridge Island4,Wyatt Way and Finch Rd,Bainbridge Island,Kitsap County
75994,75965,Bainbridge Island4,Wyatt Way and Finch Rd,Bainbridge Island,Kitsap County
75582,75965,Bainbridge Island4,Wyatt Way and Finch Rd,Bainbridge Island,Kitsap County
76450,76178,Seattle45,26th Ave E and E Highland Dr,Seattle,King County
76445,76450,Seattle45,26th Ave E and E Highland Dr,Seattle,King County
76644,76450,Seattle45,26th Ave E and E Highland Dr,Seattle,King County
74189,74165,Bainbridge Island5,High School Rd and Madison Ave,Bainbridge Island,Kitsap County
74199,74189,Bainbridge Island5,High School Rd and Madison Ave,Bainbridge Island,Kitsap County
74189,74611,Bainbridge Island5,High School Rd and Madison Ave,Bainbridge Island,Kitsap County
74189,182523,Bainbridge Island5,High School Rd and Madison Ave,Bainbridge Island,Kitsap County
194635,72579,Seattle40,Westlake Ave (Cheshiahud Trail) near Newton St,Seattle,King County
180085,180150,Redmond1,SR 520 Trail at NE 40th St,Redmond,King County
180155,180146,Redmond1,SR 520 Trail at NE 40th St,Redmond,King County
71773,71993,Seattle4,Montlake Bridge,Seattle,King County
71278,71199,Seattle2,Eastlake Ave E and Fuhrman Ave E,Seattle,King County
71207,71278,Seattle2,Eastlake Ave E and Fuhrman Ave E,Seattle,King County
71278,71443,Seattle2,Eastlake Ave E and Fuhrman Ave E,Seattle,King County
71278,71241,Seattle2,Eastlake Ave E and Fuhrman Ave E,Seattle,King County
72186,71278,Seattle2,Eastlake Ave E and Fuhrman Ave E,Seattle,King County
71278,71484,Seattle2,Eastlake Ave E and Fuhrman Ave E,Seattle,King County
76728,68205,Seattle2,Eastlake Ave E and Fuhrman Ave E,Seattle,King County
70541,70390,Seattle42,Brooklyn Ave NE & NE 40th St,Seattle,King County
70541,70553,Seattle42,Brooklyn Ave NE & NE 40th St,Seattle,King County
192256,70541,Seattle42,Brooklyn Ave NE & NE 40th St,Seattle,King County
70770,70541,Seattle42,Brooklyn Ave NE & NE 40th St,Seattle,King County
70537,70541,Seattle42,Brooklyn Ave NE & NE 40th St,Seattle,King County
69468,69132,Seattle41,12th Ave NE and NE 43rd St,Seattle,King County
69466,69468,Seattle41,12th Ave NE and NE 43rd St,Seattle,King County
69844,69468,Seattle41,12th Ave NE and NE 43rd St,Seattle,King County
69468,69473,Seattle41,12th Ave NE and NE 43rd St,Seattle,King County
68575,68458,Seattle39,Shilshole Ave NW and 17th Ave NW,Seattle,King County
68575,68625,Seattle39,Shilshole Ave NW and 17th Ave NW,Seattle,King County
68575,68414,Seattle39,Shilshole Ave NW and 17th Ave NW,Seattle,King County
192208,68575,Seattle39,Shilshole Ave NW and 17th Ave NW,Seattle,King County
68621,68205,Seattle16,University Way NE and NE 47th St,Seattle,King County
68621,68627,Seattle16,University Way NE and NE 47th St,Seattle,King County
69141,68621,Seattle16,University Way NE and NE 47th St,Seattle,King County
68615,68621,Seattle16,University Way NE and NE 47th St,Seattle,King County
181315,67986,Seattle38,Ballard Locks (southside entrance near 33rd Ave W),Seattle,King County
68451,67986,Seattle38,Ballard Locks (southside entrance near 33rd Ave W),Seattle,King County
68057,68380,Redmond2,Old Redmond Rd and 140th Ave NE,Redmond,King County
68402,68380,Redmond2,Old Redmond Rd and 140th Ave NE,Redmond,King County
68380,69097,Redmond2,Old Redmond Rd and 140th Ave NE,Redmond,King County
68380,68110,Redmond2,Old Redmond Rd and 140th Ave NE,Redmond,King County
67420,68380,Redmond2,Old Redmond Rd and 140th Ave NE,Redmond,King County
68147,67797,Kirkland4,NE 70th St west of 122nd Ave NE,Kirkland,King County
67797,67413,Kirkland4,NE 70th St west of 122nd Ave NE,Kirkland,King County
67797,67808,Kirkland4,NE 70th St west of 122nd Ave NE,Kirkland,King County
67783,67797,Kirkland4,NE 70th St west of 122nd Ave NE,Kirkland,King County
193613,67797,Kirkland4,NE 70th St west of 122nd Ave NE,Kirkland,King County
64159,61781,Bainbridge Island1,SR 305 and Day Rd,Bainbridge Island,Kitsap County
64163,64159,Bainbridge Island1,SR 305 and Day Rd,Bainbridge Island,Kitsap County
64159,65711,Bainbridge Island1,SR 305 and Day Rd,Bainbridge Island,Kitsap County
64159,64149,Bainbridge Island1,SR 305 and Day Rd,Bainbridge Island,Kitsap County
64729,64897,Seattle8,East Green Lake Way N and NE Ravenna Blvd,Seattle,King County
64729,64919,Seattle8,East Green Lake Way N and NE Ravenna Blvd,Seattle,King County
64729,64703,Seattle8,East Green Lake Way N and NE Ravenna Blvd,Seattle,King County
64856,64729,Seattle8,East Green Lake Way N and NE Ravenna Blvd,Seattle,King County
64496,65369,Redmond4,Sammamish River Trail north of NE 85th St and north of city hall,Redmond,King County
65326,64690,Redmond4,Sammamish River Trail north of NE 85th St and north of city hall,Redmond,King County
63085,63077,Kirkland1,132nd Ave NE south of NE 100th St,Kirkland,King County
63085,63091,Kirkland1,132nd Ave NE south of NE 100th St,Kirkland,King County
63488,63085,Kirkland1,132nd Ave NE south of NE 100th St,Kirkland,King County
63085,62610,Kirkland1,132nd Ave NE south of NE 100th St,Kirkland,King County
62282,63085,Kirkland1,132nd Ave NE south of NE 100th St,Kirkland,King County
60228,60224,Kirkland6,NE 116th St west of 124th Ave NE,Kirkland,King County
60228,60430,Kirkland6,NE 116th St west of 124th Ave NE,Kirkland,King County
60228,182361,Kirkland6,NE 116th St west of 124th Ave NE,Kirkland,King County
60228,194949,Kirkland6,NE 116th St west of 124th Ave NE,Kirkland,King County
55534,55266,Kirkland8,Simonds Rd NE and 100th Ave NE,Kirkland,King County
55041,55266,Kirkland8,Simonds Rd NE and 100th Ave NE,Kirkland,King County
182366,55266,Kirkland8,Simonds Rd NE and 100th Ave NE,Kirkland,King County
52775,181460,Shoreline3,Interurban Trail and N 155th St,Shoreline,King County
181460,181449,Shoreline3,Interurban Trail and N 155th St,Shoreline,King County
181460,52769,Shoreline3,Interurban Trail and N 155th St,Shoreline,King County
181448,181460,Shoreline3,Interurban Trail and N 155th St,Shoreline,King County
52199,52205,Shoreline2,Dayton Ave N and N 160th St,Shoreline,King County
52596,52205,Shoreline2,Dayton Ave N and N 160th St,Shoreline,King County
52207,52205,Shoreline2,Dayton Ave N and N 160th St,Shoreline,King County
51867,52205,Shoreline2,Dayton Ave N and N 160th St,Shoreline,King County
52262,52234,Bothell6,Waynita Way NE and Valhalla Dr,Bothell,King County
52234,53315,Bothell6,Waynita Way NE and Valhalla Dr,Bothell,King County
193717,52234,Bothell6,Waynita Way NE and Valhalla Dr,Bothell,King County
52234,52011,Bothell6,Waynita Way NE and Valhalla Dr,Bothell,King County
51374,51364,Kenmore4,Juanita Dr NE and NE 170th St,Kenmore,King County
51824,51364,Kenmore4,Juanita Dr NE and NE 170th St,Kenmore,King County
51258,51364,Kenmore4,Juanita Dr NE and NE 170th St,Kenmore,King County
51364,50333,Kenmore4,Juanita Dr NE and NE 170th St,Kenmore,King County
181455,181239,Shoreline4,Interurban Trail and N 175th St,Shoreline,King County
50410,181455,Shoreline4,Interurban Trail and N 175th St,Shoreline,King County
181455,181456,Shoreline4,Interurban Trail and N 175th St,Shoreline,King County
181464,181455,Shoreline4,Interurban Trail and N 175th St,Shoreline,King County
50538,50922,Kenmore2,Burke Gilman Trail and NE 175th St,Kenmore,King County
50497,50506,Lake Forest Park3,Brookside Blvd NE and NE 178 St,Lake Forest Park,King County
50497,50712,Lake Forest Park3,Brookside Blvd NE and NE 178 St,Lake Forest Park,King County
