loop_INode,loop_JNode,OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,SR,RID,MP,ARM,Type_,Lanes,Oneway,Dir,ID,Vol_00,Vol_01,Vol_02,Vol_03,Vol_04,Vol_05,Vol_06,Vol_07,Vol_08,Vol_09,Vol_10,Vol_11,Vol_12,Vol_13,Vol_14,Vol_15,Vol_16,Vol_17,Vol_18,Vol_19,Vol_20,Vol_21,Vol_22,Vol_23,Vol_Daily,HOVNT,AB_Vol_10_14,AB_Vol_18_20,AB_Vol_20_5,PSRCEdgeID,HOV_I,HOV_J,NewINode,NewJNode
56679,54880,11,2,11,11,405.0,405,23.21,23.2,G,3.0,0.0,IJ,11,696.75,421.92500000000007,380.875,388.925,782.9249999999998,1854.0750000000003,3365.6749999999993,4336.950000000001,4245.025,3875.95,3824.725,4131.25,4480.725,4841.2,5451.450000000002,5622.15,5562.524999999999,5544.249999999999,5439.9,4171.424999999999,3265.15,2880.1,1985.825,1252.875,78802.62500000007,0,17277.9,9611.325,13441.05,5411.0,195581.0,195582.0,56679,54880
115246,115022,12,2,12,12,405.0,405,0.89,0.89,G,3.0,0.0,IJ,12,833.875,476.05000000000007,407.425,432.075,996.375,2033.425,2984.825,3300.425,3055.4,2978.425,2994.3,3224.3750000000005,3359.925,3573.2,3911.45,3975.175,3984.8,3167.0999999999995,3484.6999999999994,2902.525,2646.725000000001,2707.4499999999994,2011.325,1366.275,60807.62499999995,0,13151.800000000003,6387.2249999999985,12878.50833333,7183.0,195772.0,195785.0,115246,115022
199585,199586,13,2,13,13,405.0,405,10.13,10.1,H,1.0,0.0,IJ,13,59.89166666666666,37.05,30.95,30.64166666666667,100.24166666666667,227.55000000000004,420.05,474.94999999999993,446.08333333333326,497.35,573.2166666666667,615.125,647.4249999999998,735.3666666666666,1099.6166666666666,1483.7666666666669,1549.6916666666662,1501.6750000000004,1294.1166666666666,1102.3666666666666,699.6250000000001,596.4416666666665,356.9333333333333,188.78333333333336,14768.90833333333,0,2571.133333333333,2396.483333333333,0.0,6667.0,195585.0,195586.0,95852,97728
115027,114982,14,2,14,14,405.0,405,0.86,0.86,G,3.0,0.0,IJ,14,620.1500000000002,382.17500000000007,403.525,587.625,1452.1,3136.0,3832.9,3845.625,3731.825,3474.7750000000005,3426.3,3440.525,3434.3000000000006,3498.3,3616.9,3582.275,3553.725,3512.8000000000006,3410.3749999999995,2853.55,2433.8750000000005,2323.825,1774.3,1167.7500000000002,63495.50000000001,0,13799.425,6263.924999999998,11755.333333333001,7180.0,195722.0,195791.0,115027,114982
68244,64668,15,2,15,15,405.0,405,19.21,19.2,G,4.0,0.0,IJ,15,750.5333333333334,445.0,395.8,381.53333333333336,706.2333333333335,1621.7666666666669,3029.7,3971.2666666666655,3846.3666666666654,3617.3666666666663,3769.0666666666675,4061.8,4479.099999999999,4843.133333333332,5500.333333333332,5935.633333333332,5541.166666666666,5543.633333333332,5525.666666666668,4346.566666666666,3464.4666666666667,3042.6666666666674,2156.933333333333,1338.366666666667,78314.09999999998,0,17153.1,9872.233333333332,14331.12500000333,5521.0,195560.0,195161.0,68244,64668
95852,97728,16,2,16,16,405.0,405,10.13,10.1,G,2.0,0.0,IJ,16,609.0833333333333,420.53333333333336,406.25,374.1833333333333,797.2833333333333,1868.85,2959.566666666666,3086.766666666667,2715.266666666667,2721.4500000000007,2931.3,3126.3,3289.0666666666675,3364.683333333333,3325.7166666666667,3112.166666666666,2946.8000000000006,2901.583333333333,3014.5833333333326,2811.2,2424.266666666666,2250.3666666666663,1680.2000000000003,1121.95,54259.41666666665,0,12711.35,5825.783333333333,12184.674999996665,6667.0,195585.0,195586.0,95852,97728
199254,199255,17,2,17,17,405.0,405,19.21,19.2,H,1.0,0.0,IJ,17,30.266666666666666,27.59166666666667,16.175,23.941666666666666,82.65833333333333,251.14166666666668,743.9750000000001,1189.091666666667,1207.8333333333335,927.55,556.1833333333333,435.6666666666666,428.1916666666667,435.4666666666667,539.2166666666667,641.425,670.0666666666665,642.75,479.75,381.8,267.15833333333336,234.925,152.78333333333333,96.74166666666665,10462.349999999991,0,1855.5083333333328,861.5499999999998,0.0,5519.0,195254.0,195255.0,64740,67996
47057,186111,18,2,18,18,405.0,405,28.62,28.6,G,2.0,0.0,IJ,18,440.4,286.6166666666667,291.73333333333335,312.31666666666666,677.2833333333335,1662.0,2746.066666666666,3183.95,2779.1,2559.5,2555.166666666666,2761.633333333333,2910.516666666667,3189.55,3484.4666666666676,3756.1833333333325,3860.25,3771.8,3321.266666666667,2415.883333333333,1850.35,1610.333333333333,1196.116666666667,722.1499999999999,52344.63333333336,0,11416.866666666665,5737.15,8419.566666670002,8239.0,195241.0,195655.0,47057,186111
42013,47082,19,2,19,19,405.0,405,28.62,28.6,G,2.0,0.0,IJ,19,383.9166666666666,294.53333333333325,241.26666666666668,306.98333333333335,806.8999999999999,2251.1000000000004,3494.65,3101.3833333333323,3024.6,2960.05,2771.8,2730.0333333333333,2819.5,2990.666666666666,3454.566666666666,3680.6333333333323,3794.55,3666.066666666666,2996.4833333333336,2074.5500000000006,1715.216666666667,1546.9166666666663,1111.2,780.9,52998.46666666668,0,11311.999999999998,5071.033333333335,8041.150000000333,8559.0,195456.0,194856.0,42013,47082
109142,184264,20,2,20,20,405.0,405,5.32,5.29,G,2.0,0.0,IJ,20,484.8,331.6,322.1499999999999,301.53333333333325,627.1833333333333,1463.9333333333334,2457.883333333334,2492.3,2383.65,2356.4,2407.316666666666,2510.233333333333,2590.183333333334,2548.100000000001,2596.333333333333,2583.266666666667,2662.2166666666667,2654.083333333333,2601.083333333333,2231.433333333333,1844.0500000000004,1716.85,1303.65,869.15,44339.38333333337,0,10055.833333333336,4832.516666666666,9663.466666666667,6939.0,194945.0,195782.0,109142,184264
184263,106025,21,2,21,21,405.0,405,6.08,6.05,G,2.0,0.0,IJ,21,582.15,373.73333333333346,342.6833333333332,487.95,1182.833333333333,2756.35,3462.05,2891.55,2917.4500000000007,3183.75,3307.6166666666663,3451.183333333333,3438.7499999999995,3493.850000000001,3593.7333333333336,3688.916666666666,3739.6,3701.2333333333327,3270.3833333333323,2334.55,2087.0333333333333,1971.533333333333,1466.6833333333334,976.4,58701.96666666666,0,13691.4,5604.9333333333325,11625.91666667,6891.0,195635.0,195636.0,184263,106025
199560,199161,22,2,22,22,405.0,405,19.21,19.2,H,1.0,0.0,IJ,22,75.30833333333334,42.55833333333333,34.44166666666667,36.71666666666667,89.52499999999998,120.48333333333336,213.55,249.575,274.31666666666666,284.4500000000001,305.93333333333334,326.125,387.2166666666667,466.0,624.1333333333333,992.6833333333332,1220.0083333333334,1246.7083333333335,985.4333333333332,760.35,504.54166666666663,444.83333333333337,273.98333333333335,147.6833333333333,10106.558333333338,0,1485.275,1745.783333333333,0.0,5521.0,195560.0,195161.0,68244,64668
199014,199584,23,2,23,23,405.0,405,7.0,6.97,H,1.0,0.0,IJ,23,78.89999999999998,38.55833333333333,21.108333333333327,42.625,230.13333333333333,400.76666666666665,1034.2583333333332,1308.766666666667,1183.7,975.975,799.7583333333333,759.5583333333334,764.0083333333334,813.9000000000002,879.35,975.9,1004.4916666666669,1066.9499999999998,868.7916666666665,744.0499999999998,631.475,597.7916666666665,375.3250000000001,183.8583333333333,15779.999999999987,0,3137.225,1612.8416666666662,0.0,9049.0,195014.0,195584.0,105522,103725
184274,114406,24,2,24,24,405.0,405,1.71,1.71,G,3.0,0.0,IJ,24,1015.2000000000002,585.0750000000002,491.12500000000006,492.0,1056.0,2144.625,3110.4500000000007,3468.3749999999995,3245.125,3249.4,3381.925,3722.6,3945.6,4195.950000000001,4596.875,4713.225,4481.15,4073.8749999999995,4252.9,3530.175,3198.5750000000007,3108.5750000000007,2469.025,1709.6249999999998,70237.45000000004,0,15246.075,7783.075,15557.450000000003,7138.0,195759.0,195068.0,184274,114406
199107,199721,25,2,25,25,405.0,405,1.71,1.71,H,1.0,0.0,IJ,25,192.44166666666663,168.39999999999995,166.3,180.7666666666667,240.77500000000003,392.175,639.3916666666668,702.7416666666667,581.9083333333333,551.3000000000001,549.2583333333333,533.9083333333333,497.8666666666666,515.0416666666665,557.25,620.8166666666665,651.0666666666665,624.6500000000002,610.1083333333333,584.9500000000002,445.5166666666667,429.25,333.475,261.7583333333334,11031.116666666674,0,2096.075,1195.0583333333334,0.0,219075.0,195107.0,195721.0,114386,114906
199784,199783,26,2,26,26,405.0,405,25.53,25.51,H,1.0,0.0,IJ,26,47.275,43.23333333333333,27.941666666666666,35.475,103.73333333333332,261.8416666666667,817.1666666666665,1099.0416666666665,915.3833333333334,631.8250000000002,435.4333333333333,380.64166666666654,388.7000000000001,430.08333333333337,557.0916666666667,655.3749999999999,727.5166666666665,801.1166666666666,515.35,418.29166666666674,310.48333333333335,278.73333333333335,177.09166666666667,110.83333333333336,10169.65833333332,0,1634.8583333333338,933.6416666666669,0.0,5334.0,195784.0,195783.0,47622,52019
199127,199756,27,2,27,27,405.0,405,21.77,21.76,H,1.0,0.0,IJ,27,53.30833333333333,27.933333333333334,25.93333333333333,31.98333333333333,88.45833333333331,109.84166666666668,198.24166666666665,242.48333333333332,273.5666666666667,299.98333333333335,336.7083333333334,379.3416666666666,433.875,508.8083333333333,694.8166666666666,1203.6999999999996,1443.975,1456.0416666666663,1185.9166666666665,812.7833333333333,493.70833333333326,419.125,251.61666666666667,136.775,11108.924999999997,0,1658.7333333333331,1998.7,0.0,5440.0,195127.0,195756.0,186044,57205
199491,199497,28,2,28,28,405.0,405,7.0,6.97,H,1.0,0.0,IJ,28,100.425,65.31666666666665,58.78333333333333,52.89166666666666,139.41666666666666,277.4333333333333,514.7583333333333,717.1833333333334,573.1583333333335,586.8083333333334,684.9083333333335,733.3083333333334,777.0916666666666,907.6333333333331,1221.5833333333335,1479.8249999999996,1520.8333333333337,1480.416666666667,1343.1666666666665,1219.0416666666665,775.075,678.5666666666667,439.15,237.95,16584.725000000006,0,3102.941666666666,2562.208333333333,0.0,6835.0,195491.0,195497.0,103654,105525
199695,199204,29,2,29,29,405.0,405,8.4,8.37,H,1.0,0.0,IJ,29,78.79166666666667,31.63333333333333,24.49166666666667,41.11666666666667,236.28333333333327,400.4666666666668,1031.4,1337.258333333333,1229.2333333333333,1000.525,796.2333333333332,743.0583333333334,743.9583333333331,786.7666666666669,843.6916666666666,921.9416666666668,947.5250000000002,996.2083333333331,823.8166666666667,718.4250000000002,608.4666666666667,578.85,370.4666666666667,187.275,15477.883333333328,0,3070.016666666667,1542.2416666666668,0.0,6775.0,195695.0,195204.0,103035,98611
184142,72623,30,2,30,30,405.0,405,16.47,16.46,G,4.0,0.0,IJ,30,831.8,500.9666666666667,428.6333333333334,418.73333333333335,790.7333333333332,1890.3333333333337,3416.0,4202.033333333333,4055.2333333333327,4055.5666666666675,4283.400000000001,4593.933333333332,4941.6,5251.266666666666,5844.9000000000015,6274.4000000000015,5862.499999999999,5582.033333333334,5588.633333333332,4556.7,3643.9333333333325,3297.6333333333337,2363.8,1491.5,84166.26666666662,0,19070.2,10145.333333333332,15423.058333333334,8859.0,195256.0,195257.0,184142,72623
199019,199020,31,2,31,31,405.0,405,10.79,10.76,H,1.0,0.0,IJ,31,74.10833333333333,34.53333333333333,29.158333333333335,43.36666666666666,184.95833333333337,280.40000000000003,639.6416666666667,822.0583333333334,817.625,659.55,515.4166666666665,485.825,491.15,520.0333333333333,550.2750000000001,619.5666666666665,616.2499999999999,626.4916666666667,539.85,483.83333333333326,399.89166666666654,388.12500000000006,262.6,145.66666666666669,10230.375000000002,0,2012.425,1023.6833333333332,0.0,6642.0,195019.0,195020.0,95079,184473
103654,105525,32,2,32,32,405.0,405,7.0,6.97,G,2.0,0.0,IJ,32,641.1166666666667,452.18333333333334,434.78333333333336,396.05,831.8166666666667,1982.416666666667,3274.1333333333323,3468.7166666666667,3156.583333333333,3066.4833333333327,3190.433333333333,3346.066666666666,3492.0833333333326,3480.75,3489.816666666666,3465.3166666666675,3520.666666666666,3533.9666666666676,3500.433333333333,3065.116666666667,2529.583333333333,2303.75,1754.8166666666666,1178.6166666666666,59555.70000000001,0,13509.33333333333,6565.55,13070.291666666664,6835.0,195491.0,195497.0,103654,105525
199168,199620,33,2,33,33,405.0,405,16.47,16.46,H,1.0,0.0,IJ,33,32.31666666666667,29.98333333333333,18.658333333333328,26.63333333333333,83.93333333333334,240.38333333333333,679.3416666666667,1082.05,1130.708333333333,972.075,652.5,507.125,491.5416666666666,504.8416666666666,634.4499999999998,758.4666666666667,795.3750000000001,730.7333333333335,549.1083333333333,460.85833333333335,326.5083333333333,282.55833333333334,181.04166666666663,118.225,11289.416666666664,0,2156.0083333333328,1009.9666666666669,0.0,5683.0,195168.0,195620.0,72618,184140
199635,199636,34,2,34,34,405.0,405,6.08,6.05,H,1.0,0.0,IJ,34,73.65,28.98333333333333,25.524999999999995,37.675,226.925,385.89166666666665,997.575,1231.783333333333,1114.6333333333334,934.4083333333331,770.5000000000001,734.45,733.0499999999998,790.4750000000001,849.0083333333331,951.2166666666669,990.9916666666664,1072.0583333333334,843.7916666666669,720.275,620.6833333333333,588.85,370.3916666666667,182.23333333333332,15275.025000000005,0,3028.475000000001,1564.0666666666668,0.0,6891.0,195635.0,195636.0,184263,106025
199105,199262,35,2,35,35,405.0,405,3.59,3.59,H,1.0,0.0,IJ,35,179.76666666666665,96.84166666666668,94.66666666666669,103.68333333333334,293.05833333333334,538.1999999999999,940.5083333333331,1039.966666666667,972.2916666666669,889.4916666666669,795.0083333333334,839.7500000000001,850.0083333333331,878.5250000000002,958.0916666666669,1029.3583333333336,1066.95,1111.791666666667,1010.2166666666669,882.5416666666667,782.9,775.2666666666665,562.8,338.01666666666677,17029.700000000004,0,3363.2916666666674,1892.7583333333332,0.0,7076.0,195105.0,195262.0,114076,112395
72618,184140,36,2,36,36,405.0,405,16.47,16.46,G,3.0,0.0,IJ,36,552.85,407.8,339.55,440.175,1032.3249999999998,3119.6249999999995,5734.575000000002,6073.875,5914.700000000002,5825.449999999999,5428.000000000001,5176.5,5051.5,5000.6,5082.950000000002,5121.075,4916.2,4525.275,3936.3,3148.7499999999995,2596.875,2272.85,1634.3249999999996,1029.1,84361.22500000003,0,20656.6,7085.049999999998,11405.708333329998,5683.0,195168.0,195620.0,72618,184140
187229,56819,37,2,37,37,405.0,405,23.21,23.2,G,4.0,0.0,IJ,37,494.33333333333326,393.3666666666666,348.86666666666673,498.8,1182.3,3620.8666666666663,5763.199999999999,5338.700000000002,4966.1,5188.299999999998,4875.8,4649.799999999998,4522.866666666666,4553.166666666668,4859.866666666666,5177.133333333334,5143.433333333332,5081.466666666666,4159.533333333334,2937.7333333333336,2383.1,2072.833333333333,1472.333333333333,913.7333333333331,80597.63333333335,0,18601.633333333328,7097.266666666667,10841.974999996664,5412.0,195184.0,195583.0,187229,56819
105522,103725,38,2,38,38,405.0,405,7.0,6.97,G,2.0,0.0,IJ,38,584.4666666666665,353.25000000000006,330.9,485.26666666666665,1180.9833333333333,2861.7833333333333,3766.3666666666663,3428.2833333333333,3383.0,3488.4833333333336,3470.583333333333,3563.416666666666,3528.2166666666662,3549.7666666666664,3681.75,3760.2833333333338,3846.3833333333337,3828.7333333333336,3358.7833333333324,2352.6,2097.9,1988.75,1493.0,971.5833333333331,61354.533333333304,0,14111.983333333335,5711.383333333332,11685.874999999998,9049.0,195014.0,195584.0,105522,103725
199498,199499,39,2,39,39,405.0,405,8.4,8.37,H,1.0,0.0,IJ,39,96.26666666666667,61.25833333333333,52.68333333333333,48.16666666666667,132.99166666666667,268.7666666666667,475.9333333333333,548.1,503.3250000000001,557.9416666666666,657.6416666666667,708.7833333333333,749.2666666666665,837.375,1163.658333333333,1481.0,1542.2000000000003,1482.1333333333334,1311.95,1245.1249999999998,822.0916666666666,718.0,453.9333333333333,242.89166666666668,16161.483333333337,0,2953.066666666666,2557.075,0.0,6769.0,195498.0,195499.0,98432,102685
199487,199488,40,2,40,40,405.0,405,10.79,10.76,H,1.0,0.0,IJ,40,58.35833333333332,41.15833333333333,32.65,32.85833333333333,87.96666666666668,188.90000000000003,336.7916666666667,357.0583333333333,349.7833333333333,402.8583333333333,461.66666666666663,483.2583333333334,494.78333333333336,551.8083333333334,858.2333333333335,1192.3,1253.883333333333,1207.9166666666665,1026.45,861.6666666666665,540.025,453.35,278.51666666666665,160.11666666666662,11712.35833333333,0,1991.5166666666669,1888.1166666666668,0.0,6630.0,195487.0,195488.0,184475,94516
186044,57205,41,2,41,41,405.0,405,21.77,21.76,G,3.0,0.0,IJ,41,775.5499999999998,480.625,417.975,414.2,742.8249999999998,1624.0000000000002,2739.7499999999995,3369.475000000001,3322.05,3193.100000000001,3417.575,3781.0000000000005,4071.9249999999993,4312.175,4913.949999999999,4789.9000000000015,4545.675,4539.825,4553.800000000001,3810.05,3144.05,2797.8,2035.4,1339.5749999999996,69132.25,0,15582.675,8363.85,13676.84166667,5440.0,195127.0,195756.0,186044,57205
199256,199257,42,2,42,42,405.0,405,16.47,16.46,H,1.0,0.0,IJ,42,59.01666666666666,29.93333333333333,22.766666666666666,29.60833333333333,97.15833333333332,138.45,269.2916666666667,319.8833333333333,358.36666666666673,387.2333333333333,401.5583333333333,413.5416666666666,483.4916666666666,572.375,743.3166666666667,1093.716666666667,1327.983333333333,1395.541666666667,1033.0666666666666,776.9333333333334,512.6,464.08333333333326,282.8,157.35833333333332,11370.075000000003,0,1870.966666666667,1810.0,0.0,8859.0,195256.0,195257.0,184142,72623
199136,199175,43,2,43,43,405.0,405,21.77,21.76,H,1.0,0.0,IJ,43,34.875,31.558333333333334,17.841666666666665,29.958333333333336,109.55,300.25,946.8333333333335,1352.408333333333,1261.158333333333,970.5833333333331,633.125,517.5416666666665,510.16666666666663,542.8416666666667,656.4583333333334,767.5499999999998,786.2083333333331,773.6583333333334,554.3,435.6,311.225,272.575,185.71666666666667,115.45000000000002,12117.433333333347,0,2203.675,989.9,0.0,222163.0,195136.0,195175.0,57322,183632
198945,199782,44,2,44,44,405.0,405,5.32,5.29,H,1.0,0.0,IJ,44,58.77500000000001,31.025,29.2,26.75,114.61666666666666,256.9,476.76666666666665,592.6083333333332,543.5,550.6416666666667,630.2000000000002,657.1583333333335,667.9666666666667,747.4333333333332,934.275,1121.6666666666665,1151.366666666667,1068.3916666666669,972.7,979.1583333333331,606.1416666666667,500.36666666666656,321.9916666666667,173.63333333333333,13213.233333333335,0,2702.758333333334,1951.8583333333331,0.0,6939.0,194945.0,195782.0,109142,184264
199493,199540,45,2,45,45,405.0,405,12.28,12.25,H,1.0,0.0,IJ,45,116.11666666666666,61.47500000000001,47.975,71.09166666666665,248.6416666666667,722.3666666666666,1344.3749999999998,1665.541666666667,1618.9583333333337,1447.575,1272.216666666667,1171.0666666666666,1173.658333333333,1225.55,1323.908333333333,1438.3083333333334,1383.5000000000002,1325.625,1160.1,808.0833333333331,639.2000000000002,592.5833333333334,401.83333333333326,234.30833333333328,21494.058333333327,0,4842.491666666666,1968.1833333333327,0.0,6244.0,195493.0,195540.0,184627,87590
98432,102685,46,2,46,46,405.0,405,8.4,8.37,G,2.0,0.0,IJ,46,616.6500000000002,437.2166666666667,422.81666666666666,384.9666666666667,794.6833333333332,1872.1333333333328,3044.350000000001,3229.8333333333326,2880.7166666666667,2869.6,3019.4666666666667,3199.5166666666664,3366.4666666666667,3419.15,3421.566666666666,3371.2333333333336,3407.516666666667,3422.6,3377.85,2857.45,2393.883333333334,2202.5333333333338,1676.033333333333,1131.7,56819.93333333332,0,13004.6,6235.299999999998,12688.766666663336,6769.0,195498.0,195499.0,98432,102685
109771,109033,47,2,47,47,405.0,405,5.36,5.33,G,2.0,0.0,IJ,47,499.1833333333333,313.53333333333336,272.4833333333333,415.78333333333336,1098.3666666666668,2576.266666666666,3136.7666666666664,2473.0499999999993,2498.65,2771.866666666667,2901.7166666666667,3024.7666666666673,2994.7666666666664,2974.683333333333,3029.1833333333325,3093.4,3128.433333333333,3089.816666666666,2831.483333333333,1997.8666666666668,1797.65,1728.4833333333338,1299.8166666666666,843.4833333333335,50791.50000000001,0,11895.933333333334,4829.35,10191.516666663334,6930.0,195795.0,195796.0,109771,109033
95079,184473,48,2,48,48,405.0,405,10.79,10.76,G,3.0,0.0,IJ,48,377.35,235.825,198.4,313.775,896.025,2214.425,3315.8,3516.0,3429.675,3235.2500000000005,2966.025,2872.65,2829.45,2870.65,2847.05,2810.925,2694.2,2573.425,2339.05,1717.9499999999996,1490.8,1373.2500000000002,1017.425,653.4499999999998,48788.82500000001,0,11538.775,4057.0,8118.708333329998,6642.0,195019.0,195020.0,95079,184473
184475,94516,49,2,49,49,405.0,405,10.79,10.76,G,2.0,0.0,IJ,49,489.03333333333336,342.85,320.2,283.43333333333334,574.3333333333334,1324.75,2088.583333333333,2140.3666666666663,2003.0666666666662,2073.85,2289.3,2517.833333333333,2664.4,2761.2166666666667,2781.166666666666,2432.433333333333,2139.85,2088.7333333333327,2330.816666666667,2338.866666666667,2003.833333333333,1814.0666666666662,1316.933333333333,910.1166666666666,42030.03333333338,0,10232.75,4669.683333333333,9739.8,6630.0,195487.0,195488.0,184475,94516
64740,67996,50,2,50,50,405.0,405,19.21,19.2,G,4.0,0.0,IJ,50,406.06666666666666,324.9000000000001,285.3666666666667,418.83333333333326,956.8,2780.3666666666663,4828.299999999998,4610.3,4373.7,4545.233333333332,4133.033333333334,3850.3,3726.7,3657.7333333333336,3790.8666666666654,3980.1666666666674,4006.3666666666663,3946.4666666666676,3256.4,2360.966666666666,1871.8666666666663,1661.2666666666669,1203.2,756.7999999999998,65731.99999999999,0,15367.766666666665,5617.366666666666,8817.341666667,5519.0,195254.0,195255.0,64740,67996
