,i,j,ij_id,CountID,Location,LocationDetail,FacilityType,observedTot,observedMed,observedHvy,LARGE_AREA,county,lat,lon
0,6436,6827,6436-6827,1,SR-9,n/o 53rd Ave NE,6,218.5,176,43,NW Snohomish,Snohomish,48.24432143,-122.161116
1,6827,6436,6827-6436,1,SR-9,n/o 53rd Ave NE,6,218.5,176,43,NW Snohomish,Snohomish,48.24432143,-122.161116
2,7784,7940,7784-7940,2,I-5,@ 236th St.  NE,1,8165,4083,4083,NW Snohomish,Snohomish,48.21006851,-122.2166785
3,7997,7744,7997-7744,2,I-5,@ 236th St.  NE,1,8165,4083,4083,NW Snohomish,Snohomish,48.20940118,-122.215634
4,8786,8836,8786-8836,3,SR-9,n/o Highland Dr.,2,1200,960,240,Everett,Snohomish,48.18847346,-122.1283739
5,8836,8786,8836-8786,3,SR-9,n/o Highland Dr.,2,1200,960,240,Everett,Snohomish,48.18847346,-122.1283739
6,8920,9282,8920-9282,4,I-5,s/o SR-530,1,8715,4358,4358,NW Snohomish,Snohomish,48.18107477,-122.1973348
7,9277,8917,9277-8917,4,I-5,s/o SR-530,1,8715,4358,4358,NW Snohomish,Snohomish,48.18114113,-122.1970157
8,21557,21656,21557-21656,5,SR-2,e/o I-5,1,8690,7900,790,Everett,Snohomish,47.9787135,-122.1812156
9,21630,21366,21630-21366,5,SR-2,e/o I-5,1,8690,7900,790,Everett,Snohomish,47.97958772,-122.1773421
10,3748,35642,3748-35642,6,SR-104,@ Hood Canal Bridge,5,1350,900,450,North Kitsap,Kitsap,47.85583172,-122.6166002
11,35642,3748,35642-3748,6,SR-104,@ Hood Canal Bridge,5,1350,900,450,North Kitsap,Kitsap,47.85583172,-122.6166002
12,51826,52483,51826-52483,8,SR-307,s/o NE Gunderson Rd.,6,1020,850,170,North Kitsap,Kitsap,47.76423955,-122.6149398
13,52483,51826,52483-51826,8,SR-307,s/o NE Gunderson Rd.,6,1020,850,170,North Kitsap,Kitsap,47.76423955,-122.6149398
14,50024,52834,50024-52834,9,SR-522,w/o SR-9,1,4250,3125,1125,Eastside King,King,47.77135525,-122.153782
15,50024,52834,50024-52834,9,SR-522,w/o SR-9,1,4250,3125,1125,Eastside King,King,47.77891628,-122.1487935
16,50024,52834,50024-52834,9,SR-522,w/o SR-9,1,4250,3125,1125,SW Snohomish,Snohomish,47.77135525,-122.153782
17,50024,52834,50024-52834,9,SR-522,w/o SR-9,1,4250,3125,1125,SW Snohomish,Snohomish,47.77891628,-122.1487935
18,52901,50140,52901-50140,9,SR-522,w/o SR-9,1,4250,3125,1125,Eastside King,King,47.76688907,-122.1564881
19,52901,50140,52901-50140,9,SR-522,w/o SR-9,1,4250,3125,1125,Eastside King,King,47.77855267,-122.1493711
20,52901,50140,52901-50140,9,SR-522,w/o SR-9,1,4250,3125,1125,SW Snohomish,Snohomish,47.76688907,-122.1564881
21,52901,50140,52901-50140,9,SR-522,w/o SR-9,1,4250,3125,1125,SW Snohomish,Snohomish,47.77855267,-122.1493711
22,44762,64063,44762-64063,10,SR-2,e/o NE Old Cascade Hwy,6,297,215,83,King Other,King,47.74457963,-121.4293236
23,44762,64063,44762-64063,10,SR-2,e/o NE Old Cascade Hwy,6,297,215,83,King Other,King,47.79554401,-121.5340482
24,44762,64063,44762-64063,10,SR-2,e/o NE Old Cascade Hwy,6,297,215,83,Snohomish Other,Snohomish,47.74457963,-121.4293236
25,44762,64063,44762-64063,10,SR-2,e/o NE Old Cascade Hwy,6,297,215,83,Snohomish Other,Snohomish,47.79554401,-121.5340482
26,64063,44762,64063-44762,10,SR-2,e/o NE Old Cascade Hwy,6,297,215,83,King Other,King,47.74457963,-121.4293236
27,64063,44762,64063-44762,10,SR-2,e/o NE Old Cascade Hwy,6,297,215,83,King Other,King,47.79554401,-121.5340482
28,64063,44762,64063-44762,10,SR-2,e/o NE Old Cascade Hwy,6,297,215,83,Snohomish Other,Snohomish,47.74457963,-121.4293236
29,64063,44762,64063-44762,10,SR-2,e/o NE Old Cascade Hwy,6,297,215,83,Snohomish Other,Snohomish,47.79554401,-121.5340482
30,76611,184102,76611-184102,11,SR-520,w/o 76th Ave NE,1,3710,2915,795,Eastside King,King,47.63870639,-122.2488432
31,76611,184102,76611-184102,11,SR-520,w/o 76th Ave NE,1,3710,2915,795,Eastside King,King,47.64253222,-122.2745434
32,76611,184102,76611-184102,11,SR-520,w/o 76th Ave NE,1,3710,2915,795,Seattle,King,47.63870639,-122.2488432
33,76611,184102,76611-184102,11,SR-520,w/o 76th Ave NE,1,3710,2915,795,Seattle,King,47.64253222,-122.2745434
34,78764,184158,78764-184158,11,SR-520,w/o 76th Ave NE,1,3710,2915,795,Eastside King,King,47.63880793,-122.2488601
35,78764,184158,78764-184158,11,SR-520,w/o 76th Ave NE,1,3710,2915,795,Eastside King,King,47.64261882,-122.2744792
36,78764,184158,78764-184158,11,SR-520,w/o 76th Ave NE,1,3710,2915,795,Seattle,King,47.63880793,-122.2488601
37,78764,184158,78764-184158,11,SR-520,w/o 76th Ave NE,1,3710,2915,795,Seattle,King,47.64261882,-122.2744792
38,91400,92880,91400-92880,12,SR-99,n/o Spokane St. Bridge,1,3320,2490,830,Seattle,King,47.57709903,-122.3394091
39,92882,91402,92882-91402,12,SR-99,n/o Spokane St. Bridge,1,3320,2490,830,Seattle,King,47.57709812,-122.3391069
40,97728,98432,97728-98432,13,I-405,@ 112th Ave SE,1,9685,6333,3353,Eastside King,King,47.55657644,-122.1904161
41,98611,97531,98611-97531,13,I-405,@ 112th Ave SE,1,9685,6333,3353,Eastside King,King,47.55656871,-122.1901979
42,108230,108773,108230-108773,14,SR-18,s/o I-90,6,3570,1365,2205,SE King,King,47.5062705,-121.8842036
43,108975,183447,108975-183447,14,SR-18,s/o I-90,6,3570,1365,2205,King Other,King,47.50530299,-121.8843295
44,108975,183447,108975-183447,14,SR-18,s/o I-90,6,3570,1365,2205,King Other,King,47.50376816,-121.884654
45,108975,183447,108975-183447,14,SR-18,s/o I-90,6,3570,1365,2205,SE King,King,47.50530299,-121.8843295
46,108975,183447,108975-183447,14,SR-18,s/o I-90,6,3570,1365,2205,SE King,King,47.50376816,-121.884654
47,109313,110836,109313-110836,15,SR-599,e/o SR-99,1,5280,2880,2400,Green River,King,47.49257857,-122.2861553
48,110925,109232,110925-109232,15,SR-599,e/o SR-99,1,5280,2880,2400,Green River,King,47.49255711,-122.2840728
49,111466,112966,111466-112966,16,SR-3,s/o Lake Flora Rd.,3,1360,1020,340,South Kitsap,Kitsap,47.4734142,-122.7965678
50,112966,111466,112966-111466,16,SR-3,s/o Lake Flora Rd.,3,1360,1020,340,South Kitsap,Kitsap,47.4734142,-122.7965678
51,111007,112527,111007-112527,17,SR-509,n/o SR-518,1,1525,1373,153,SW King,King,47.4820869,-122.3281266
52,113079,111152,113079-111152,17,SR-509,n/o SR-518,1,1525,1373,153,SW King,King,47.47446013,-122.3299639
53,113725,113756,113725-113756,18,SR-518,e/o SR-509,1,2320,1740,580,SW King,King,47.47021178,-122.3206642
54,113778,113754,113778-113754,18,SR-518,e/o SR-509,1,2320,1740,580,SW King,King,47.47005834,-122.3204543
55,114189,115398,114189-115398,19,I-90,w/o 468th Ave SE,1,5880,1680,4200,King Other,King,47.46984428,-121.7376741
56,115378,114124,115378-114124,19,I-90,w/o 468th Ave SE,1,5880,1680,4200,King Other,King,47.47009966,-121.736757
57,119546,121652,119546-121652,20,SR-167,n/o S 212th St.,1,9920,6200,3720,Green River,King,47.41457445,-122.2206981
58,119546,121652,119546-121652,20,SR-167,n/o S 212th St.,1,9920,6200,3720,Green River,King,47.4223761,-122.2205408
59,119546,121652,119546-121652,20,SR-167,n/o S 212th St.,1,9920,6200,3720,SE King,King,47.41457445,-122.2206981
60,119546,121652,119546-121652,20,SR-167,n/o S 212th St.,1,9920,6200,3720,SE King,King,47.4223761,-122.2205408
61,121845,119548,121845-119548,20,SR-167,n/o S 212th St.,1,9920,6200,3720,SE King,King,47.42150964,-122.2203043
62,132978,183897,132978-183897,21,SR-18,@ 180th Ave SE,1,4320,1840,2480,SE King,King,47.34598132,-122.1419415
63,133686,131998,133686-131998,21,SR-18,@ 180th Ave SE,1,4320,1840,2480,SE King,King,47.34948009,-122.1351216
64,140916,142006,140916-142006,22,SR-18,e/o SR-164,1,6720,3360,3360,Green River,King,47.30085977,-122.2030428
65,141993,140899,141993-140899,22,SR-18,e/o SR-164,1,6720,3360,3360,Green River,King,47.29950476,-122.1937452
66,145118,145421,145118-145421,23,SR-16,w/o TNB,1,5810,4150,1660,Peninsula,Pierce,47.27507199,-122.5587672
67,145416,145214,145416-145214,23,SR-16,w/o TNB,1,5810,4150,1660,Peninsula,Pierce,47.27479036,-122.5583018
68,199310,199311,199310-199311,23,SR-16,w/o TNB,1,5810,4150,1660,Peninsula,Pierce,47.27507733,-122.5587597
69,155418,155778,155418-155778,24,I-5,n/o S 56th St.,1,13300,7600,5700,Tacoma,Pierce,47.2148969,-122.4628021
70,155715,155389,155715-155389,24,I-5,n/o S 56th St.,1,13300,7600,5700,Tacoma,Pierce,47.21517401,-122.462629
71,166519,166652,166519-166652,25,SR-512,w/o SR-7,1,8550,4750,3800,Pierce Other,Pierce,47.15839244,-122.4509507
72,166618,166420,166618-166420,25,SR-512,w/o SR-7,1,8550,4750,3800,Pierce Other,Pierce,47.15869599,-122.4524684
73,166803,168071,166803-168071,26,I-5,s/o SR-512,1,15000,6000,9000,SW Pierce,Pierce,47.15362186,-122.4934068
74,168120,166347,168120-166347,26,I-5,s/o SR-512,1,15000,6000,9000,SW Pierce,Pierce,47.1545328,-122.4915119
75,174478,175503,174478-175503,27,I-5,n/o Dupont I/C,1,14640,6100,8540,SW Pierce,Pierce,47.09890203,-122.6072188
76,175560,174492,175560-174492,27,I-5,n/o Dupont I/C,1,14640,6100,8540,SW Pierce,Pierce,47.09852019,-122.607741
77,185855,185857,185855-185857,28,SR-3,n/o Newberry Hill Rd.,1,3290,2350,940,Central Kitsap,Kitsap,47.65009471,-122.7033318
78,185900,185902,185900-185902,28,SR-3,n/o Newberry Hill Rd.,1,3290,2350,940,Central Kitsap,Kitsap,47.65536687,-122.7005031
79,185987,185994,185987-185994,29,SR-16,n/o SR-302 spur,1,3680,2760,920,South Kitsap,Kitsap,47.41449486,-122.6235877
80,185993,185988,185993-185988,29,SR-16,n/o SR-302 spur,1,3680,2760,920,South Kitsap,Kitsap,47.4129282,-122.624101
81,42013,47082,42013-47082,30,I-405,n/o SR-527,1,4800,2400,2400,SW Snohomish,Snohomish,47.80815821,-122.2298933
82,47057,186111,47057-186111,30,I-405,n/o SR-527,1,4800,2400,2400,SW Snohomish,Snohomish,47.80833796,-122.2296158
83,58263,58277,58263-58277,31,145th St.,US-99 to I-5 (e/o Meridian),3,2425,1318,1107,Shoreline,King,47.73413451,-122.3369814
84,58277,58263,58277-58263,31,145th St.,US-99 to I-5 (e/o Meridian),3,2425,1318,1107,Shoreline,King,47.73413451,-122.3369814
85,62054,62366,62054-62366,32,US-99,85th to 145th (n/o 115th),3,3268,2500,768,Seattle,King,47.71322068,-122.3448289
86,62366,62054,62366-62054,32,US-99,85th to 145th (n/o 115th),3,3268,2500,768,Seattle,King,47.71322068,-122.3448289
87,65278,65635,65278-65635,33,Greenwood,80th to 105th (n/o 90th),3,580,313,267,Seattle,King,47.6951223,-122.355349
88,65635,65278,65635-65278,33,Greenwood,80th to 105th (n/o 90th),3,580,313,267,Seattle,King,47.6951223,-122.355349
89,60822,61135,60822-61135,34,SR-522,115th to 145th (n/o 125th),3,1748,1070,678,Seattle,King,47.72018508,-122.2946969
90,61135,60822,61135-60822,34,SR-522,115th to 145th (n/o 125th),3,1748,1070,678,Seattle,King,47.72018508,-122.2946969
91,65062,65393,65062-65393,35,5th Ave N,80th to Ngate Way (n/o 90th),3,756,302,454,Seattle,King,47.69677883,-122.3230744
92,65393,65062,65393-65062,35,5th Ave N,80th to Ngate Way (n/o 90th),3,756,302,454,Seattle,King,47.69677883,-122.3230744
93,66441,66448,66441-66448,36,N 85th,US-99 to I-5 (e/o Meridian),3,1428,826,602,Seattle,King,47.69047183,-122.3326558
94,66448,66441,66448-66441,36,N 85th,US-99 to I-5 (e/o Meridian),3,1428,826,602,Seattle,King,47.69047183,-122.3326558
95,63036,63043,63036-63043,37,Northgate,1st to Roosevelt (w/o 5th),3,1044,650,394,Seattle,King,47.70860281,-122.3246151
96,63043,63036,63043-63036,37,Northgate,1st to Roosevelt (w/o 5th),3,1044,650,394,Seattle,King,47.70860281,-122.3246151
97,66308,66311,66308-66311,38,NW 85th,3rd NW to 15th NW (w/o 8th),3,1457,701,756,Seattle,King,47.69063442,-122.3709213
98,66311,66308,66311-66308,38,NW 85th,3rd NW to 15th NW (w/o 8th),3,1457,701,756,Seattle,King,47.69063442,-122.3709213
99,69934,70277,69934-70277,39,24th Ave NW,65th to Market (n/o Market),3,1483,535,948,Seattle,King,47.67237402,-122.3875868
100,70277,69934,70277-69934,39,24th Ave NW,65th to Market (n/o Market),3,1483,535,948,Seattle,King,47.67237402,-122.3875868
101,72379,72721,72379-72721,40,Market/50th,8th to Stone (w/o Phinney),3,1505,1006,499,Seattle,King,47.66286711,-122.3567303
102,72721,72379,72721-72379,40,Market/50th,8th to Stone (w/o Phinney),3,1505,1006,499,Seattle,King,47.66286711,-122.3567303
103,73836,74473,73836-74473,41,Stone,45th to 34th (n/o 40th),3,1104,659,445,Seattle,King,47.65669945,-122.3423769
104,74473,73836,74473-73836,41,Stone,45th to 34th (n/o 40th),3,1104,659,445,Seattle,King,47.65669945,-122.3423769
105,72100,72112,72100-72112,42,50th,Stone to I-5 (e/o Meridian),3,1122,790,332,Seattle,King,47.66501297,-122.3298225
106,72112,72100,72112-72100,42,50th,Stone to I-5 (e/o Meridian),3,1122,790,332,Seattle,King,47.66501297,-122.3298225
107,68950,69471,68950-69471,43,Sandpoint,65th to 75th (n/o 65th),3,550,372,178,Seattle,King,47.67801866,-122.2635874
108,69471,68950,69471-68950,43,Sandpoint,65th to 75th (n/o 65th),3,550,372,178,Seattle,King,47.67801866,-122.2635874
109,69225,69597,69225-69597,44,35th Ave NE,65th to 75th (n/o 65th),3,897,516,381,Seattle,King,47.67669149,-122.2902992
110,69597,69225,69597-69225,44,35th Ave NE,65th to 75th (n/o 65th),3,897,516,381,Seattle,King,47.67669149,-122.2902992
111,69545,69547,69545-69547,45,65th,12th to 25th (w/o 20th),3,837,430,407,Seattle,King,47.67578006,-122.3081786
112,69547,69545,69547-69545,45,65th,12th to 25th (w/o 20th),3,837,430,407,Seattle,King,47.67578006,-122.3081786
113,74648,75163,74648-75163,46,Montlake,Pacific to 45th (n/o Pacific),3,908,735,173,Seattle,King,47.65369463,-122.3027385
114,75163,74648,75163-74648,46,Montlake,Pacific to 45th (n/o Pacific),3,908,735,173,Seattle,King,47.65369463,-122.3027385
115,76064,76424,76064-76424,47,15th Ave NW,Nickerson to Magnolia Br. (s/o Dravus),3,1376,827,549,Seattle,King,47.64566404,-122.3762635
116,76424,76064,76424-76064,47,15th Ave NW,Nickerson to Magnolia Br. (s/o Dravus),3,1376,827,549,Seattle,King,47.64566404,-122.3762635
