Zone_id	zone_ordinal	Dest_eligible	External
594	594	1	4
595	595	1	4
596	596	1	4
597	597	1	4
598	598	1	4
599	599	1	4
600	600	1	4
601	601	1	4
602	602	1	4
603	603	1	4
604	604	1	4
605	605	1	4
606	606	1	4
607	607	1	4
608	608	1	4
609	609	1	4
610	610	1	4
611	611	1	4
612	612	1	4
613	613	1	4
614	614	1	4
615	615	1	4
616	616	1	4
617	617	1	4
618	618	1	4
619	619	1	4
620	620	1	4
621	621	1	4
622	622	1	4
623	623	1	4
624	624	1	4
625	625	1	4
626	626	1	4
627	627	1	4
628	628	1	4
629	629	1	4
630	630	1	5
631	631	1	5
632	632	1	5
633	633	1	5
634	634	1	5
635	635	1	5
636	636	1	5
637	637	1	5
638	638	1	4
639	639	1	4
640	640	1	4
641	641	1	5
642	642	1	5
643	643	1	5
644	644	1	5
645	645	1	5
646	646	1	5
647	647	1	5
648	648	1	5
649	649	1	5
650	650	1	5
651	651	1	5
652	652	1	5
653	653	1	5
654	654	1	5
655	655	1	5
656	656	1	5
657	657	1	5
658	658	1	5
659	659	1	5
660	660	1	5
661	661	1	5
662	662	1	5
663	663	1	5
664	664	1	5
665	665	1	5
666	666	1	5
667	667	1	5
668	668	1	5
669	669	1	5
670	670	1	5
671	671	1	5
672	672	1	5
673	673	1	5
674	674	1	5
675	675	1	5
676	676	1	5
677	677	1	5
678	678	1	5
679	679	1	5
680	680	1	5
681	681	1	5
682	682	1	5
683	683	1	5
684	684	1	5
685	685	1	5
686	686	1	5
687	687	1	5
688	688	1	5
689	689	1	5
690	690	1	5
691	691	1	5
692	692	1	5
693	693	1	5
694	694	1	5
695	695	1	5
696	696	1	5
697	697	1	5
698	698	1	5
699	699	1	5
700	700	1	5
701	701	1	5
702	702	1	5
703	703	1	5
704	704	1	5
705	705	1	5
706	706	1	5
707	707	1	5
708	708	1	5
709	709	1	5
710	710	1	5
711	711	1	5
712	712	1	5
713	713	1	5
714	714	1	5
715	715	1	5
716	716	1	5
717	717	1	5
718	718	1	5
719	719	1	5
720	720	1	5
721	721	1	5
722	722	1	5
723	723	1	5
724	724	1	5
725	725	1	5
726	726	1	5
727	727	1	5
728	728	1	5
729	729	1	5
730	730	1	5
731	731	1	5
732	732	1	5
733	733	1	5
734	734	1	5
735	735	1	5
736	736	1	5
737	737	1	5
738	738	1	5
739	739	1	5
740	740	1	5
741	741	1	5
742	742	1	5
743	743	1	5
744	744	1	5
745	745	1	5
746	746	1	5
747	747	1	5
748	748	1	5
749	749	1	5
750	750	1	5
751	751	1	5
752	752	1	5
753	753	1	5
754	754	1	5
755	755	1	5
756	756	1	5
757	757	1	5
758	758	1	5
759	759	1	5
760	760	1	5
761	761	1	5
762	762	1	5
763	763	1	5
764	764	1	5
765	765	1	5
766	766	1	5
767	767	1	5
768	768	1	5
769	769	1	5
770	770	1	5
771	771	1	5
772	772	1	5
773	773	1	5
774	774	1	5
775	775	1	5
776	776	1	5
777	777	1	5
778	778	1	5
779	779	1	5
780	780	1	5
781	781	1	5
782	782	1	5
783	783	1	5
784	784	1	5
785	785	1	5
786	786	1	5
787	787	1	5
788	788	1	5
789	789	1	5
790	790	1	5
791	791	1	5
792	792	1	5
793	793	1	5
794	794	1	5
795	795	1	5
796	796	1	5
797	797	1	5
798	798	1	5
799	799	1	5
800	800	1	5
801	801	1	5
802	802	1	5
803	803	1	5
804	804	1	5
805	805	1	5
806	806	1	5
807	807	1	5
808	808	1	5
809	809	1	5
810	810	1	5
811	811	1	5
812	812	1	5
813	813	1	5
814	814	1	5
815	815	1	5
816	816	1	5
817	817	1	5
818	818	1	5
819	819	1	5
820	820	1	5
821	821	1	5
822	822	1	5
823	823	1	5
824	824	1	5
825	825	1	5
826	826	1	5
827	827	1	5
828	828	1	5
829	829	1	5
830	830	1	5
831	831	1	5
832	832	1	5
833	833	1	5
834	834	1	5
835	835	1	5
836	836	1	5
837	837	1	5
838	838	1	5
839	839	1	5
840	840	1	5
841	841	1	5
842	842	1	5
843	843	1	5
844	844	1	5
845	845	1	5
846	846	1	5
847	847	1	5
848	848	1	5
849	849	1	5
850	850	1	5
851	851	1	5
852	852	1	5
853	853	1	5
854	854	1	5
855	855	1	5
856	856	1	5
857	857	1	5
858	858	1	5
859	859	1	5
860	860	1	5
861	861	1	5
862	862	1	5
863	863	1	5
864	864	1	5
865	865	1	5
866	866	1	5
867	867	1	5
868	868	1	5
869	869	1	5
870	870	1	7
871	871	1	7
872	872	1	7
873	873	1	7
874	874	1	7
875	875	1	7
876	876	1	7
877	877	1	7
878	878	1	7
879	879	1	7
880	880	1	7
881	881	1	7
882	882	1	7
883	883	1	7
884	884	1	7
885	885	1	7
886	886	1	5
887	887	1	5
888	888	1	5
889	889	1	5
890	890	1	5
891	891	1	5
892	892	1	5
893	893	1	5
894	894	1	5
895	895	1	5
896	896	1	5
897	897	1	7
898	898	1	7
899	899	1	7
900	900	1	7
901	901	1	7
902	902	1	7
903	903	1	7
904	904	1	7
905	905	1	7
906	906	1	7
907	907	1	7
908	908	1	7
909	909	1	7
910	910	1	7
911	911	1	7
912	912	1	7
913	913	1	7
914	914	1	7
915	915	1	7
916	916	1	7
917	917	1	7
918	918	1	7
919	919	1	7
920	920	1	7
921	921	1	7
922	922	1	7
923	923	1	7
924	924	1	7
925	925	1	7
926	926	1	7
927	927	1	7
928	928	1	7
929	929	1	7
930	930	1	7
931	931	1	7
932	932	1	7
933	933	1	7
934	934	1	7
935	935	1	5
936	936	1	5
937	937	1	5
938	938	1	5
939	939	1	5
940	940	1	5
941	941	1	5
942	942	1	5
943	943	1	5
944	944	1	5
945	945	1	7
946	946	1	7
947	947	1	7
948	948	1	7
949	949	1	7
950	950	1	7
951	951	1	7
952	952	1	7
953	953	1	7
954	954	1	7
955	955	1	7
956	956	1	7
957	957	1	7
958	958	1	7
959	959	1	7
960	960	1	7
961	961	1	7
962	962	1	7
963	963	1	7
964	964	1	7
965	965	1	7
966	966	1	7
967	967	1	7
968	968	1	7
969	969	1	7
970	970	1	7
971	971	1	7
972	972	1	7
973	973	1	7
974	974	1	7
975	975	1	7
976	976	1	7
977	977	1	7
978	978	1	7
979	979	1	7
980	980	1	7
981	981	1	7
982	982	1	7
983	983	1	7
984	984	1	7
985	985	1	5
986	986	1	7
987	987	1	7
988	988	1	7
989	989	1	7
990	990	1	5
991	991	1	5
992	992	1	5
993	993	1	5
994	994	1	5
995	995	1	5
996	996	1	5
997	997	1	5
998	998	1	5
999	999	1	5
1000	1000	1	5
1001	1001	1	5
1002	1002	1	5
1003	1003	1	5
1004	1004	1	5
1005	1005	1	5
1006	1006	1	5
1007	1007	1	7
1008	1008	1	7
1009	1009	1	7
1010	1010	1	7
1011	1011	1	7
1012	1012	1	7
1013	1013	1	7
1014	1014	1	7
1015	1015	1	7
1016	1016	1	7
1017	1017	1	7
1018	1018	1	7
1019	1019	1	7
1020	1020	1	7
1021	1021	1	7
1022	1022	1	7
1023	1023	1	7
1024	1024	1	7
1025	1025	1	7
1026	1026	1	7
1027	1027	1	7
1028	1028	1	7
1029	1029	1	7
1030	1030	1	7
1031	1031	1	7
1032	1032	1	7
1033	1033	1	7
1034	1034	1	5
1035	1035	1	5
1036	1036	1	5
1037	1037	1	7
1038	1038	1	7
1039	1039	1	7
1040	1040	1	7
1041	1041	1	7
1042	1042	1	7
1043	1043	1	7
1044	1044	1	7
1045	1045	1	7
1046	1046	1	7
1047	1047	1	7
1048	1048	1	7
1049	1049	1	7
1050	1050	1	7
1051	1051	1	7
1052	1052	1	7
1053	1053	1	7
1054	1054	1	7
1055	1055	1	7
1056	1056	1	7
1057	1057	1	7
1058	1058	1	7
1059	1059	1	7
1060	1060	1	7
1061	1061	1	7
1062	1062	1	7
1063	1063	1	7
1064	1064	1	7
1065	1065	1	7
1066	1066	1	7
1067	1067	1	7
1068	1068	1	7
1069	1069	1	7
1070	1070	1	7
1071	1071	1	7
1072	1072	1	7
1073	1073	1	7
1074	1074	1	7
1075	1075	1	7
1076	1076	1	7
1077	1077	1	7
1078	1078	1	7
1079	1079	1	7
1080	1080	1	7
1081	1081	1	7
1082	1082	1	7
1083	1083	1	7
1084	1084	1	7
1085	1085	1	7
1086	1086	1	7
1087	1087	1	7
1088	1088	1	7
1089	1089	1	7
1090	1090	1	7
1091	1091	1	7
1092	1092	1	7
1093	1093	1	7
1094	1094	1	7
1095	1095	1	7
1096	1096	1	7
1097	1097	1	7
1098	1098	1	7
1099	1099	1	7
1100	1100	1	7
1101	1101	1	7
1102	1102	1	7
1103	1103	1	7
1104	1104	1	7
1105	1105	1	7
1106	1106	1	7
1107	1107	1	7
1108	1108	1	7
1109	1109	1	7
1110	1110	1	7
1111	1111	1	7
1112	1112	1	7
1113	1113	1	7
1114	1114	1	7
1115	1115	1	7
1116	1116	1	7
1117	1117	1	7
1118	1118	1	7
1119	1119	1	7
1120	1120	1	7
1121	1121	1	7
1122	1122	1	7
1123	1123	1	7
1124	1124	1	7
1125	1125	1	7
1126	1126	1	7
1127	1127	1	7
1128	1128	1	7
1129	1129	1	7
1130	1130	1	7
1131	1131	1	7
1132	1132	1	7
1133	1133	1	7
1134	1134	1	7
1135	1135	1	7
1136	1136	1	7
1137	1137	1	7
1138	1138	1	7
1139	1139	1	7
1140	1140	1	7
1141	1141	1	7
1142	1142	1	7
1143	1143	1	7
1144	1144	1	7
1145	1145	1	7
1146	1146	1	7
1147	1147	1	7
1148	1148	1	7
1149	1149	1	7
1150	1150	1	7
1151	1151	1	7
1152	1152	1	7
1153	1153	1	7
1154	1154	1	7
1155	1155	1	7
1156	1156	1	7
1157	1157	1	7
1158	1158	1	7
1159	1159	1	7
1160	1160	1	7
1161	1161	1	7
1162	1162	1	7
1163	1163	1	7
1164	1164	1	7
1165	1165	1	7
1166	1166	1	7
1167	1167	1	7
1168	1168	1	7
1169	1169	1	7
1170	1170	1	7
1171	1171	1	7
1172	1172	1	7
1173	1173	1	7
1174	1174	1	7
1175	1175	1	7
1176	1176	1	7
1177	1177	1	7
1178	1178	1	7
1179	1179	1	7
1180	1180	1	7
1181	1181	1	7
1182	1182	1	7
1183	1183	1	7
1184	1184	1	7
1185	1185	1	7
1186	1186	1	7
1187	1187	1	7
1188	1188	1	7
1189	1189	1	7
1190	1190	1	7
1191	1191	1	7
1192	1192	1	7
1193	1193	1	7
1194	1194	1	7
1195	1195	1	7
1196	1196	1	7
1197	1197	1	7
1198	1198	1	7
1199	1199	1	7
1200	1200	1	7
1201	1201	1	7
1202	1202	1	7
1203	1203	1	7
1204	1204	1	7
1205	1205	1	7
1206	1206	1	7
1207	1207	1	7
1208	1208	1	7
1209	1209	1	7
1210	1210	1	7
1211	1211	1	7
1212	1212	1	7
1213	1213	1	7
1214	1214	1	7
1215	1215	1	7
1216	1216	1	7
1217	1217	1	7
1218	1218	1	7
1219	1219	1	7
1220	1220	1	7
1221	1221	1	7
1222	1222	1	7
1223	1223	1	7
1224	1224	1	7
1225	1225	1	7
1226	1226	1	7
1227	1227	1	7
1228	1228	1	7
1229	1229	1	7
1230	1230	1	7
1231	1231	1	7
1232	1232	1	7
1233	1233	1	7
1234	1234	1	7
1235	1235	1	7
1236	1236	1	7
1237	1237	1	7
1238	1238	1	7
1239	1239	1	7
1240	1240	1	7
1241	1241	1	7
1242	1242	1	7
1243	1243	1	7
1244	1244	1	7
1245	1245	1	7
1246	1246	1	7
1247	1247	1	7
1248	1248	1	7
1249	1249	1	7
1250	1250	1	7
1251	1251	1	7
1252	1252	1	7
1253	1253	1	7
1254	1254	1	7
1255	1255	1	7
1256	1256	1	7
1257	1257	1	7
1258	1258	1	7
1259	1259	1	7
1260	1260	1	7
1261	1261	1	7
1262	1262	1	7
1263	1263	1	7
1264	1264	1	7
1265	1265	1	7
1266	1266	1	7
1267	1267	1	7
1268	1268	1	7
1269	1269	1	7
1270	1270	1	7
1271	1271	1	7
1272	1272	1	7
1273	1273	1	7
1274	1274	1	7
1275	1275	1	7
1276	1276	1	7
1277	1277	1	7
1278	1278	1	7
1279	1279	1	7
1280	1280	1	7
1281	1281	1	7
1282	1282	1	7
1283	1283	1	7
1284	1284	1	7
1285	1285	1	7
1286	1286	1	7
1287	1287	1	7
1288	1288	1	7
1289	1289	1	7
1290	1290	1	7
1291	1291	1	7
1292	1292	1	7
1293	1293	1	7
1294	1294	1	7
1295	1295	1	7
1296	1296	1	7
1297	1297	1	7
1298	1298	1	7
1299	1299	1	7
1300	1300	1	7
1301	1301	1	7
1302	1302	1	7
1303	1303	1	7
1304	1304	1	7
1305	1305	1	7
1306	1306	1	7
1307	1307	1	7
1308	1308	1	7
1309	1309	1	7
1310	1310	1	7
1311	1311	1	7
1312	1312	1	7
1313	1313	1	7
1314	1314	1	7
1315	1315	1	7
1316	1316	1	7
1317	1317	1	7
1318	1318	1	6
1319	1319	1	6
1320	1320	1	6
1321	1321	1	6
1322	1322	1	6
1323	1323	1	6
1324	1324	1	6
1325	1325	1	6
1326	1326	1	7
1327	1327	1	7
1328	1328	1	7
1329	1329	1	7
1330	1330	1	7
1331	1331	1	7
1332	1332	1	7
1333	1333	1	7
1334	1334	1	7
1335	1335	1	7
1336	1336	1	7
1337	1337	1	7
1338	1338	1	7
1339	1339	1	7
1340	1340	1	7
1341	1341	1	7
1342	1342	1	7
1343	1343	1	7
1344	1344	1	7
1345	1345	1	7
1346	1346	1	7
1347	1347	1	7
1348	1348	1	7
1349	1349	1	7
1350	1350	1	7
1351	1351	1	7
1352	1352	1	7
1353	1353	1	7
1354	1354	1	7
1355	1355	1	7
1356	1356	1	7
1357	1357	1	7
1358	1358	1	7
1359	1359	1	6
1360	1360	1	6
1361	1361	1	6
1362	1362	1	6
1363	1363	1	6
1364	1364	1	6
1365	1365	1	6
1366	1366	1	6
1367	1367	1	6
1368	1368	1	6
1369	1369	1	6
1370	1370	1	6
1371	1371	1	6
1372	1372	1	6
1373	1373	1	6
1374	1374	1	6
1375	1375	1	6
1376	1376	1	6
1377	1377	1	6
1378	1378	1	6
1379	1379	1	6
1380	1380	1	6
1381	1381	1	6
1382	1382	1	6
1383	1383	1	6
1384	1384	1	6
1385	1385	1	6
1386	1386	1	6
1387	1387	1	6
1388	1388	1	6
1389	1389	1	6
1390	1390	1	6
1391	1391	1	6
1392	1392	1	6
1393	1393	1	6
1394	1394	1	6
1395	1395	1	6
1396	1396	1	6
1397	1397	1	6
1398	1398	1	6
1399	1399	1	6
1400	1400	1	6
1401	1401	1	6
1402	1402	1	6
1403	1403	1	6
1404	1404	1	6
1405	1405	1	6
1406	1406	1	6
1407	1407	1	6
1408	1408	1	6
1409	1409	1	7
1410	1410	1	7
1411	1411	1	7
1412	1412	1	7
1413	1413	1	7
1414	1414	1	7
1415	1415	1	7
1416	1416	1	7
1417	1417	1	6
1418	1418	1	6
1419	1419	1	6
1420	1420	1	6
1421	1421	1	6
1422	1422	1	6
1423	1423	1	6
1424	1424	1	6
1425	1425	1	6
1426	1426	1	6
1427	1427	1	6
1428	1428	1	6
1429	1429	1	6
1430	1430	1	6
1431	1431	1	6
1432	1432	1	6
1433	1433	1	6
1434	1434	1	6
1435	1435	1	6
1436	1436	1	6
1437	1437	1	6
1438	1438	1	6
1439	1439	1	6
1440	1440	1	6
1441	1441	1	6
1442	1442	1	6
1443	1443	1	6
1444	1444	1	6
1445	1445	1	6
1446	1446	1	6
1447	1447	1	6
1448	1448	1	6
1449	1449	1	6
1450	1450	1	6
1451	1451	1	6
1452	1452	1	6
1453	1453	1	6
1454	1454	1	6
1455	1455	1	6
1456	1456	1	6
1457	1457	1	6
1458	1458	1	6
1459	1459	1	6
1460	1460	1	6
1461	1461	1	6
1462	1462	1	6
1463	1463	1	6
1464	1464	1	6
1465	1465	1	6
1466	1466	1	6
1467	1467	1	6
1468	1468	1	6
1469	1469	1	6
1470	1470	1	6
1471	1471	1	6
1472	1472	1	6
1473	1473	1	6
1474	1474	1	6
1475	1475	1	6
1476	1476	1	6
1477	1477	1	6
1478	1478	1	6
1479	1479	1	6
1480	1480	1	6
1481	1481	1	6
1482	1482	1	6
1483	1483	1	6
1484	1484	1	6
1485	1485	1	6
1486	1486	1	6
1487	1487	1	6
1488	1488	1	6
1489	1489	1	6
1490	1490	1	6
1491	1491	1	6
1492	1492	1	6
1493	1493	1	6
1494	1494	1	6
1495	1495	1	6
1496	1496	1	6
1497	1497	1	6
1498	1498	1	6
1499	1499	1	6
1500	1500	1	6
1501	1501	1	6
1502	1502	1	6
1503	1503	1	6
1504	1504	1	6
1505	1505	1	6
1506	1506	1	6
1507	1507	1	6
1508	1508	1	6
1509	1509	1	6
1510	1510	1	6
1511	1511	1	6
1512	1512	1	6
1513	1513	1	6
1514	1514	1	6
1515	1515	1	6
1516	1516	1	6
1517	1517	1	6
1518	1518	1	6
1519	1519	1	6
1520	1520	1	6
1521	1521	1	6
1522	1522	1	6
1523	1523	1	6
1524	1524	1	6
1525	1525	1	6
1526	1526	1	6
1527	1527	1	6
1528	1528	1	6
1529	1529	1	6
1530	1530	1	6
1531	1531	1	6
1532	1532	1	6
1533	1533	1	6
1534	1534	1	6
1535	1535	1	6
1536	1536	1	6
1537	1537	1	6
1538	1538	1	6
1539	1539	1	6
1540	1540	1	6
1541	1541	1	6
1542	1542	1	6
1543	1543	1	6
1544	1544	1	6
1545	1545	1	6
1546	1546	1	6
1547	1547	1	6
1548	1548	1	6
1549	1549	1	6
1550	1550	1	6
1551	1551	1	6
1552	1552	1	6
1553	1553	1	6
1554	1554	1	6
1555	1555	1	6
1556	1556	1	6
1557	1557	1	6
1558	1558	1	6
1559	1559	1	6
1560	1560	1	6
1561	1561	1	6
1562	1562	1	6
1563	1563	1	6
1564	1564	1	6
1565	1565	1	6
1566	1566	1	6
1567	1567	1	6
1568	1568	1	6
1569	1569	1	6
1570	1570	1	6
1571	1571	1	6
1572	1572	1	6
1573	1573	1	6
1574	1574	1	6
1575	1575	1	6
1576	1576	1	6
1577	1577	1	6
1578	1578	1	6
1579	1579	1	6
1580	1580	1	6
1581	1581	1	6
1582	1582	1	6
1583	1583	1	6
1584	1584	1	6
1585	1585	1	6
1586	1586	1	6
1587	1587	1	6
1588	1588	1	6
1589	1589	1	6
1590	1590	1	6
1591	1591	1	6
1592	1592	1	6
1593	1593	1	6
1594	1594	1	6
1595	1595	1	6
