parcelid,stugrd_p,stuhgh_p,stuuni_p,year
1193011,247,0,0,2040
850817,522,0,0,2040
746002,177,0,0,2040
975566,957,0,0,2040
874054,1023,0,0,2040
740502,1041,0,0,2040
108769,220,0,0,2040
226415,1039,0,0,2040
112563,49,0,0,2040
973488,333,0,0,2040
235245,746,0,0,2040
1089125,427,0,0,2040
787482,629,0,0,2040
708904,756,0,0,2040
781745,438,0,0,2040
245783,197,0,0,2040
191034,794,0,0,2040
923763,300,0,0,2040
966633,780,0,0,2040
702603,369,0,0,2040
1239380,293,0,0,2040
815764,413,0,0,2040
252171,1132,0,0,2040
132736,491,0,0,2040
60497,717,0,0,2040
741642,437,0,0,2040
1062368,488,0,0,2040
1090825,277,0,0,2040
78493,1684,1684,0,2040
682977,1191,0,0,2040
740520,594,0,0,2040
965882,489,0,0,2040
1110207,142,0,0,2040
135629,885,0,0,2040
862586,894,0,0,2040
777882,181,0,0,2040
930571,306,0,0,2040
1273695,74,0,0,2040
219496,831,40,0,2040
682167,276,0,0,2040
189434,1476,0,0,2040
839187,495,0,0,2040
885317,435,0,0,2040
861525,2,0,0,2040
861967,1320,0,0,2040
52978,608,0,0,2040
884111,246,0,0,2040
143349,1057,0,0,2040
701586,348,0,0,2040
1055735,280,0,0,2040
878103,624,624,0,2040
726190,851,0,0,2040
922041,325,0,0,2040
901601,519,0,0,2040
136770,920,0,0,2040
856582,247,0,0,2040
991707,452,0,0,2040
748017,287,0,0,2040
109873,2015,0,0,2040
247669,455,0,0,2040
25559,814,0,0,2040
890777,165,0,0,2040
1149303,474,0,0,2040
1129450,432,0,0,2040
973169,633,0,0,2040
1059560,27,27,0,2040
82708,879,0,0,2040
93548,317,0,0,2040
139155,520,0,0,2040
240694,494,0,0,2040
812858,544,0,0,2040
732120,393,0,0,2040
948012,532,0,0,2040
841216,794,0,0,2040
1217362,669,0,0,2040
1184056,1110,0,0,2040
250914,428,0,0,2040
902674,456,0,0,2040
890982,560,0,0,2040
846653,346,0,0,2040
975168,564,0,0,2040
749262,939,0,0,2040
1115994,326,0,0,2040
823305,374,0,0,2040
840692,192,0,0,2040
736031,1533,7,0,2040
147365,435,0,0,2040
195222,861,0,0,2040
784662,601,0,0,2040
997008,319,0,0,2040
701577,2183,0,0,2040
215364,273,0,0,2040
974305,364,0,0,2040
889223,271,0,0,2040
130919,1786,249,0,2040
787830,481,0,0,2040
928468,276,276,0,2040
768570,658,0,0,2040
1193205,704,0,0,2040
201380,1197,0,0,2040
799224,237,237,0,2040
1115729,128,0,0,2040
837004,657,0,0,2040
829710,268,0,0,2040
841196,295,0,0,2040
959080,111,0,0,2040
105107,704,0,0,2040
239135,196,0,0,2040
146630,870,0,0,2040
697399,550,0,0,2040
787789,2123,0,0,2040
1200505,484,0,0,2040
852667,88,0,0,2040
1048224,276,0,0,2040
1180433,249,0,0,2040
741177,951,0,0,2040
786869,993,1202,0,2040
258918,573,0,0,2040
797351,967,0,0,2040
917773,571,0,0,2040
719374,397,0,0,2040
108759,472,0,0,2040
958242,288,0,0,2040
204405,1026,0,0,2040
734086,506,0,0,2040
1043733,285,0,0,2040
216545,187,0,0,2040
1133298,2,0,0,2040
237262,621,0,0,2040
850551,108,0,0,2040
889529,309,0,0,2040
958750,276,1306,0,2040
201745,817,0,0,2040
904236,1023,1023,0,2040
1097885,303,0,0,2040
957927,1827,0,0,2040
472521,1684,0,0,2040
527985,943,0,0,2040
372473,594,0,0,2040
390354,586,0,0,2040
547838,318,0,0,2040
607265,123,0,0,2040
658909,608,0,0,2040
324902,489,0,0,2040
395158,141,0,0,2040
401236,206,0,0,2040
465606,262,0,0,2040
528123,24,0,0,2040
560753,1037,0,0,2040
645199,425,0,0,2040
290667,1472,0,0,2040
354755,553,0,0,2040
624546,529,0,0,2040
1580,1206,0,0,2040
3286,297,0,0,2040
298348,536,0,0,2040
472261,690,0,0,2040
495073,724,0,0,2040
554872,594,0,0,2040
573070,1118,0,0,2040
2216,208,0,0,2040
430203,262,0,0,2040
457446,367,0,0,2040
476370,214,0,0,2040
481338,1938,0,0,2040
1959,299,0,0,2040
352992,656,0,0,2040
469895,302,0,0,2040
275361,25,0,0,2040
341317,255,255,0,2040
376994,319,0,0,2040
400466,1352,0,0,2040
529729,389,0,0,2040
547563,174,0,0,2040
607374,294,0,0,2040
616565,583,1313,0,2040
419914,522,0,0,2040
458918,600,0,0,2040
462702,614,0,0,2040
1385,1323,0,0,2040
280971,285,0,0,2040
336750,515,0,0,2040
487966,306,0,0,2040
547590,419,0,0,2040
616554,333,0,0,2040
829,86,0,0,2040
410361,744,0,0,2040
314052,383,383,0,2040
331507,31,31,0,2040
400525,539,1716,0,2040
457616,276,0,0,2040
302353,63,0,0,2040
401857,373,0,0,2040
519225,1339,0,0,2040
528680,788,0,0,2040
595150,1882,0,0,2040
671350,200,0,0,2040
3158,455,455,0,2040
294134,965,0,0,2040
564686,581,0,0,2040
636919,450,0,0,2040
664140,227,0,0,2040
347844,367,0,0,2040
472436,266,0,0,2040
615963,651,0,0,2040
651501,415,0,0,2040
2280,771,0,0,2040
286097,686,0,0,2040
365492,306,0,0,2040
393146,475,0,0,2040
493735,302,0,0,2040
549019,273,0,0,2040
572512,1211,689,0,2040
666224,11,11,0,2040
470644,1345,0,0,2040
508533,271,0,0,2040
602156,616,0,0,2040
286374,507,0,0,2040
390158,635,0,0,2040
493066,503,0,0,2040
535479,973,0,0,2040
593597,358,0,0,2040
668791,744,0,0,2040
1430,395,0,0,2040
286342,90,0,0,2040
535065,801,801,0,2040
585280,719,0,0,2040
463686,55,0,0,2040
497511,1000,1000,0,2040
563657,367,0,0,2040
269532,893,0,0,2040
280383,184,184,122,2040
321803,2612,0,0,2040
406716,691,0,0,2040
482849,324,0,0,2040
615611,482,0,0,2040
311392,250,0,0,2040
350275,286,0,0,2040
430105,500,0,0,2040
278473,265,0,0,2040
386211,363,0,0,2040
455593,14,14,0,2040
616229,271,0,0,2040
2065,323,0,0,2040
263888,663,0,0,2040
408926,227,0,0,2040
462237,251,0,0,2040
307672,96,0,0,2040
430362,737,0,0,2040
488799,647,0,0,2040
516225,1,0,0,2040
595655,679,0,0,2040
468987,499,0,0,2040
507420,505,0,0,2040
661248,259,0,0,2040
665819,241,0,0,2040
305571,87,0,0,2040
432775,876,0,0,2040
579279,443,0,0,2040
595194,361,0,0,2040
264762,561,0,0,2040
406689,288,0,0,2040
473254,1210,0,0,2040
474008,491,0,0,2040
493353,78,0,0,2040
511830,404,0,0,2040
672506,475,0,0,2040
293616,1397,0,0,2040
474094,499,0,0,2040
566570,355,0,0,2040
3255,372,0,0,2040
432340,439,0,0,2040
470517,343,0,0,2040
472023,356,356,0,2040
480271,98,0,0,2040
796,389,0,0,2040
446655,556,0,0,2040
566146,415,0,0,2040
573100,267,0,0,2040
587146,813,0,0,2040
277226,1774,65,0,2040
326004,380,0,0,2040
636549,545,0,0,2040
637376,282,0,0,2040
1405,571,0,0,2040
1549,24,0,0,2040
2276,628,0,0,2040
383193,73,0,0,2040
408930,251,0,0,2040
411052,449,0,0,2040
431724,610,0,0,2040
671187,733,0,0,2040
431876,869,0,0,2040
521324,441,0,0,2040
537063,462,0,0,2040
545295,661,0,0,2040
559011,1002,1539,0,2040
430376,894,894,0,2040
460694,960,0,0,2040
470877,292,0,0,2040
582901,1354,0,0,2040
607025,290,0,0,2040
1370,365,0,0,2040
300703,730,0,0,2040
320253,72,0,0,2040
360294,383,0,0,2040
407161,928,0,0,2040
432789,938,0,0,2040
464936,207,0,0,2040
669146,2063,2068,0,2040
827,533,0,0,2040
347988,1583,0,0,2040
461690,803,0,0,2040
472728,750,0,0,2040
618652,495,0,0,2040
622021,366,0,0,2040
296914,228,1797,0,2040
328626,992,0,0,2040
400762,28,28,0,2040
436069,509,0,0,2040
635140,429,0,0,2040
643689,720,0,0,2040
652343,906,0,0,2040
630,333,0,0,2040
309290,486,0,0,2040
318513,578,0,0,2040
334108,426,0,0,2040
345100,155,0,0,2040
461989,462,0,0,2040
196,414,0,2736,2040
1253,367,0,0,2040
284508,295,0,0,2040
562560,405,0,0,2040
2090,420,0,0,2040
528331,350,0,0,2040
534936,1251,0,0,2040
588778,29,0,0,2040
1592,399,0,0,2040
291090,1541,1420,0,2040
299217,185,0,0,2040
462262,590,0,0,2040
509041,572,0,0,2040
548217,355,0,0,2040
1404,448,0,0,2040
346267,39,0,0,2040
476226,792,792,0,2040
572264,1063,0,0,2040
867,338,338,0,2040
381156,273,0,0,2040
471159,659,0,0,2040
509560,521,0,0,2040
3160,311,0,0,2040
1956,405,467,0,2040
1043446,144,0,0,2040
447462,811,0,0,2040
461965,399,0,0,2040
502436,373,0,0,2040
529627,232,232,0,2040
563667,250,0,0,2040
635139,353,0,0,2040
652964,442,620,0,2040
657696,135,0,0,2040
422532,555,0,0,2040
478392,734,0,0,2040
481300,346,0,0,2040
526011,427,0,0,2040
427648,432,0,0,2040
472637,105,0,0,2040
515618,250,0,0,2040
572777,794,0,0,2040
586517,885,0,0,2040
625793,221,0,0,2040
1779,1235,1235,0,2040
345782,588,0,0,2040
590529,690,0,0,2040
594639,545,0,0,2040
668835,489,0,0,2040
266120,1119,0,0,2040
276389,619,0,0,2040
317206,909,0,0,2040
412265,796,0,0,2040
531429,92,0,0,2040
626317,460,0,0,2040
628772,494,0,0,2040
666250,401,1000,0,2040
364373,492,0,0,2040
570477,208,0,0,2040
276560,181,0,0,2040
408962,425,0,0,2040
522367,359,0,0,2040
302420,640,0,0,2040
370549,687,0,0,2040
470318,1059,0,0,2040
488874,265,0,0,2040
568525,1671,1671,0,2040
652008,548,0,0,2040
661421,48,0,0,2040
353346,539,0,0,2040
526576,671,0,0,2040
1434,358,0,0,2040
1604,763,0,0,2040
381170,499,0,0,2040
382934,520,0,0,2040
432008,809,1888,0,2040
524658,566,0,0,2040
637069,631,0,0,2040
2374,126,0,0,2040
283092,56,0,0,2040
314331,528,0,0,2040
478931,497,0,0,2040
584582,604,0,0,2040
2396,338,0,0,2040
342593,68,0,0,2040
297407,481,0,0,2040
343673,1144,0,0,2040
429801,371,0,0,2040
518058,500,0,0,2040
615964,928,0,0,2040
1818,218,0,0,2040
1860,217,0,0,2040
2245,205,0,0,2040
497476,472,0,0,2040
594608,608,0,0,2040
652411,881,0,0,2040
1538,394,0,0,2040
344741,668,0,0,2040
412269,1020,0,0,2040
431085,524,0,0,2040
514766,205,0,0,2040
1310,900,900,0,2040
367722,181,181,0,2040
370035,547,0,0,2040
2088,27,27,0,2040
295900,394,0,0,2040
594640,1602,0,0,2040
626797,732,0,0,2040
296520,267,0,0,2040
459776,611,0,0,2040
470537,446,0,0,2040
531711,363,0,0,2040
535360,586,0,0,2040
864616,175,0,0,2040
682762,497,0,0,2040
546788,380,0,0,2040
964147,1949,1637,0,2040
679853,1207,0,0,2040
546787,716,0,0,2040
546786,439,0,0,2040
816184,96,1185,0,2040
778139,371,0,0,2040
1072150,623,0,0,2040
864669,926,0,0,2040
769316,511,0,0,2040
115670,1207,0,0,2040
216666,355,0,0,2040
849833,313,0,0,2040
1255320,502,0,0,2040
804272,462,0,0,2040
884064,446,0,0,2040
1273546,86,0,0,2040
952382,286,0,0,2040
236706,2750,0,0,2040
71767,966,0,0,2040
803960,91,85,0,2040
58889,536,0,0,2040
50258,674,0,0,2040
844525,481,0,0,2040
258556,542,114,0,2040
207684,596,0,0,2040
738799,1261,0,0,2040
777555,117,0,0,2040
734085,111,1184,0,2040
49720,1406,1169,0,2040
800886,240,0,0,2040
199592,795,0,0,2040
142103,1226,0,0,2040
221126,1721,0,0,2040
958086,770,0,0,2040
71906,524,0,0,2040
720654,1636,0,0,2040
728410,415,0,0,2040
966550,298,0,0,2040
258402,642,0,0,2040
224324,676,0,0,2040
175819,96,0,0,2040
54480,546,546,0,2040
676370,579,0,0,2040
1122459,283,0,0,2040
229148,395,0,0,2040
846417,79,0,0,2040
741664,72,162,0,2040
910740,372,0,0,2040
51254,145,145,0,2040
917659,1366,0,0,2040
734091,582,0,0,2040
694972,51,0,0,2040
1127354,607,0,0,2040
1207503,342,0,0,2040
1230383,451,0,0,2040
1084566,311,0,0,2040
244343,387,0,0,2040
946028,1522,0,0,2040
1252258,230,0,0,2040
911253,197,0,0,2040
902021,408,0,0,2040
1172171,957,0,0,2040
749492,866,0,0,2040
236477,504,0,0,2040
53490,297,0,0,2040
741637,210,0,0,2040
234407,406,0,0,2040
1179491,317,0,0,2040
943409,1220,0,0,2040
253429,2639,0,0,2040
908980,720,0,0,2040
834206,257,0,0,2040
707281,1135,0,0,2040
739399,338,0,0,2040
729230,398,0,0,2040
736480,342,0,0,2040
251391,365,0,0,2040
966458,381,0,0,2040
919644,1477,0,0,2040
797362,287,287,0,2040
885936,936,0,0,2040
748049,445,0,0,2040
177409,896,0,0,2040
825443,207,0,0,2040
901959,172,252,0,2040
797405,501,0,0,2040
1096921,260,0,0,2040
17128,1111,0,0,2040
12455,1026,0,0,2040
835076,391,0,0,2040
727971,365,0,0,2040
872350,233,0,0,2040
710269,604,0,0,2040
1080130,344,0,0,2040
698929,285,0,0,2040
691526,302,0,0,2040
797507,313,0,0,2040
242233,632,632,0,2040
899795,420,0,0,2040
1242010,413,0,0,2040
917505,1458,16,0,2040
1022224,881,0,0,2040
768534,484,0,0,2040
152833,921,0,0,2040
239606,251,0,0,2040
58922,1283,0,0,2040
76894,1891,0,0,2040
903514,695,0,0,2040
127063,710,0,0,2040
159380,137,0,0,2040
1022222,471,0,0,2040
681313,606,0,0,2040
973951,517,0,0,2040
962018,529,0,0,2040
167553,434,0,0,2040
121972,1146,0,0,2040
159410,995,0,0,2040
833481,523,0,0,2040
839928,409,0,0,2040
840604,299,0,0,2040
1172550,76,0,0,2040
810726,875,0,0,2040
219203,296,0,0,2040
945181,280,0,0,2040
768564,206,0,0,2040
161877,485,0,0,2040
682539,533,0,0,2040
840696,333,0,0,2040
787780,245,0,0,2040
1121754,315,0,0,2040
1104886,340,0,0,2040
821641,1011,0,0,2040
223225,949,0,0,2040
105111,25,25,0,2040
715985,438,0,0,2040
759355,140,156,0,2040
822046,880,0,0,2040
920037,453,0,0,2040
795407,891,0,0,2040
45393,636,0,0,2040
754263,1036,0,0,2040
1199104,1497,0,0,2040
874763,442,0,0,2040
958176,785,0,0,2040
993427,585,0,0,2040
832671,753,0,0,2040
1098479,282,0,0,2040
139771,464,0,0,2040
783266,567,0,0,2040
835124,51,0,0,2040
49724,778,0,0,2040
833992,361,0,0,2040
1171872,231,0,0,2040
841340,725,0,0,2040
83535,245,0,0,2040
194877,412,0,0,2040
702149,330,0,0,2040
977776,1342,0,0,2040
933123,593,0,0,2040
756091,356,0,0,2040
873594,143,131,0,2040
797375,303,0,0,2040
75920,1049,0,0,2040
169095,372,0,0,2040
12576,542,0,0,2040
925276,507,0,0,2040
795619,129,129,0,2040
707971,291,0,0,2040
224393,342,0,0,2040
10483,638,0,0,2040
126947,551,0,0,2040
740452,438,0,0,2040
954623,646,0,0,2040
756182,302,0,0,2040
752499,648,0,0,2040
890990,439,0,0,2040
58598,522,0,0,2040
1098314,253,0,0,2040
973746,386,0,0,2040
750106,343,0,0,2040
225470,649,0,0,2040
918616,1022,0,0,2040
821508,303,0,0,2040
732029,372,0,0,2040
1162286,1043,0,0,2040
961384,383,0,0,2040
722034,1561,1180,0,2040
856546,478,0,0,2040
232637,433,0,0,2040
958066,688,688,0,2040
1197791,1122,0,0,2040
22430,1136,0,0,2040
800745,801,0,0,2040
1129117,482,0,0,2040
827296,658,0,0,2040
778699,528,0,0,2040
211173,263,0,0,2040
697296,423,0,0,2040
756052,948,0,0,2040
1005653,254,0,0,2040
1024305,400,0,0,2040
1266413,107,0,0,2040
10133,701,0,0,2040
180794,381,0,0,2040
1223567,59,59,0,2040
111696,1086,0,0,2040
987597,554,0,0,2040
958749,1029,0,0,2040
797237,159,0,0,2040
202857,594,0,0,2040
727985,963,0,0,2040
725564,314,314,0,2040
1156070,321,0,0,2040
797273,795,0,0,2040
834239,420,420,0,2040
932181,837,0,0,2040
1105111,382,0,0,2040
16827,542,164,0,2040
817165,244,0,0,2040
216667,557,0,0,2040
757260,287,0,0,2040
839403,657,0,0,2040
1035993,353,0,0,2040
173847,2951,0,0,2040
700780,302,0,0,2040
708837,473,0,0,2040
90085,92,0,0,2040
966479,430,0,0,2040
918156,887,0,0,2040
678800,562,0,0,2040
57931,867,0,0,2040
123568,2604,0,0,2040
31056,343,257,0,2040
736332,390,0,0,2040
697748,710,0,0,2040
234183,180,0,0,2040
890887,34,34,0,2040
840833,513,0,0,2040
851448,351,0,0,2040
766564,357,0,0,2040
731876,663,0,0,2040
963111,409,0,0,2040
688180,1110,0,0,2040
733459,31,101,0,2040
958677,593,0,0,2040
1247318,463,0,0,2040
683380,536,0,0,2040
1033417,976,0,0,2040
682181,635,0,0,2040
712794,521,0,0,2040
198909,2198,0,0,2040
873329,489,0,0,2040
104755,463,0,0,2040
795424,2084,0,0,2040
235489,79,0,0,2040
1267429,418,0,0,2040
253425,514,0,0,2040
248041,160,160,0,2040
918895,621,0,0,2040
1037178,278,0,0,2040
1017520,588,0,0,2040
717333,18,40,0,2040
167503,465,0,0,2040
840963,561,0,0,2040
821557,265,0,0,2040
157843,2195,2195,0,2040
992804,753,0,0,2040
10726,341,0,0,2040
950466,336,0,0,2040
25757,2029,935,0,2040
779226,353,0,0,2040
850906,467,0,0,2040
944774,348,0,0,2040
821558,464,0,0,2040
1266344,357,0,0,2040
775065,239,0,0,2040
76874,5,5,0,2040
855589,473,0,0,2040
87152,623,0,0,2040
88909,101,101,0,2040
1184569,221,0,0,2040
768152,465,0,0,2040
708349,533,0,0,2040
766330,430,0,0,2040
1241253,198,0,0,2040
706952,1275,0,0,2040
957748,521,0,0,2040
159724,910,0,0,2040
732373,285,0,0,2040
820980,896,0,0,2040
816158,237,0,0,2040
1162403,55,55,0,2040
728123,821,821,0,2040
159404,301,0,0,2040
931502,193,98,0,2040
218328,88,88,0,2040
874744,149,149,0,2040
16813,1302,0,0,2040
947065,140,0,0,2040
36088,36,0,0,2040
703060,1341,0,0,2040
1246229,404,0,0,2040
931553,460,0,0,2040
156605,690,0,0,2040
732541,1562,0,0,2040
756511,288,0,0,2040
714089,348,0,0,2040
862495,602,0,0,2040
1212609,471,0,0,2040
838756,481,0,0,2040
1192777,58,58,0,2040
797320,1063,39,0,2040
972471,337,0,0,2040
797466,834,0,0,2040
90812,310,0,0,2040
890759,482,0,0,2040
768664,860,0,0,2040
1236239,604,0,0,2040
748561,2308,0,0,2040
17282,690,0,0,2040
1134296,1004,0,0,2040
717366,525,0,0,2040
170469,413,0,0,2040
20436,16,16,0,2040
786450,429,429,0,2040
1058936,2116,0,0,2040
944482,214,0,0,2040
889166,774,0,0,2040
152621,455,0,0,2040
134321,1510,0,0,2040
107814,459,0,0,2040
61206,881,0,0,2040
1020551,455,0,0,2040
731953,2076,0,0,2040
864250,335,0,0,2040
154534,426,0,0,2040
1100919,1115,1115,0,2040
66496,900,0,0,2040
943935,350,0,0,2040
959079,3586,3586,0,2040
891009,1631,0,0,2040
902835,644,0,0,2040
860479,146,0,0,2040
824934,563,0,0,2040
696121,601,0,0,2040
1189547,86,0,0,2040
1004245,413,0,0,2040
211685,527,0,0,2040
1057052,1082,0,0,2040
889880,794,0,0,2040
884063,356,0,0,2040
1133262,880,0,0,2040
742491,496,0,0,2040
123081,587,0,0,2040
683653,513,0,0,2040
1254080,206,0,0,2040
1176414,732,0,0,2040
1189127,344,0,0,2040
1043065,368,0,0,2040
874768,328,0,0,2040
866761,206,0,0,2040
795729,528,0,0,2040
912743,1232,0,0,2040
1247706,461,0,0,2040
118517,882,0,0,2040
943968,1285,1285,0,2040
172580,430,0,0,2040
1015449,645,0,0,2040
873970,372,0,0,2040
1177785,322,0,0,2040
1093203,757,0,0,2040
238194,92,92,0,2040
975172,1652,0,0,2040
1056939,469,0,0,2040
731568,204,0,0,2040
10368,434,0,0,2040
1027740,259,0,0,2040
987815,288,0,0,2040
87644,330,0,0,2040
132806,899,1376,0,2040
890978,407,0,0,2040
117196,527,0,0,2040
1042613,580,0,0,2040
1232796,386,0,0,2040
850567,577,577,0,2040
739623,883,0,0,2040
71675,189,189,0,2040
735408,1689,0,0,2040
674511,764,0,0,2040
1207502,149,149,0,2040
775685,913,0,0,2040
799840,188,0,0,2040
129985,709,0,0,2040
152620,329,0,0,2040
1222606,3268,3268,0,2040
1131111,359,0,0,2040
847774,697,0,0,2040
942708,411,0,0,2040
700685,659,0,0,2040
176464,1123,0,0,2040
697002,165,165,0,2040
966454,619,0,0,2040
1187923,322,0,0,2040
956921,419,0,0,2040
1030548,289,0,0,2040
81245,971,0,0,2040
1226855,977,0,0,2040
1126390,137,0,0,2040
717396,0,1107,0,2040
22422,0,777,0,2040
183209,0,3316,0,2040
903672,0,558,0,2040
1219090,0,881,0,2040
701214,0,2025,0,2040
840327,0,1451,0,2040
886164,0,846,0,2040
198874,0,1769,0,2040
797352,0,1085,0,2040
674256,0,1693,0,2040
833248,0,960,0,2040
813866,0,2275,0,2040
235091,0,1916,0,2040
1032888,0,108,0,2040
146433,0,736,0,2040
739765,0,1516,0,2040
829697,0,344,0,2040
455549,0,137,0,2040
526595,0,612,0,2040
1323,0,1375,0,2040
1605,0,1036,0,2040
570079,0,1251,0,2040
671228,0,448,0,2040
425270,0,1851,0,2040
1773,0,643,0,2040
660606,0,2166,0,2040
658936,0,1519,0,2040
376760,0,802,0,2040
635096,0,544,0,2040
1965,0,32,0,2040
492761,0,108,0,2040
303199,0,1818,0,2040
340181,0,2499,0,2040
513540,0,1457,0,2040
547559,0,549,0,2040
451498,0,588,0,2040
1778,0,1148,0,2040
344463,0,270,0,2040
1877,0,165,0,2040
462283,0,1582,0,2040
494920,0,67,0,2040
455013,0,513,0,2040
461952,0,961,0,2040
325106,0,2694,0,2040
578033,0,171,0,2040
663070,0,75,4786,2040
265281,0,1185,0,2040
440301,0,1431,0,2040
487033,0,557,0,2040
594605,0,2652,0,2040
1859,0,700,0,2040
276254,0,981,0,2040
660743,0,1582,0,2040
668658,0,1655,0,2040
431188,0,1410,0,2040
534899,0,1343,0,2040
476651,0,2096,0,2040
3261,0,2213,0,2040
566395,0,1849,0,2040
816104,0,1003,0,2040
1187092,0,535,0,2040
959089,0,1000,0,2040
832638,0,2499,0,2040
26956,0,165,0,2040
11022,0,1940,0,2040
975166,0,2511,0,2040
706634,0,1142,0,2040
88954,0,504,0,2040
1155579,0,2,0,2040
126970,0,2338,0,2040
868486,0,1360,0,2040
700777,0,1852,0,2040
159421,0,120,0,2040
911258,0,1062,0,2040
913705,0,583,0,2040
57311,0,285,0,2040
697450,0,2068,0,2040
884145,0,799,0,2040
756059,0,2314,0,2040
726178,0,1632,0,2040
91565,0,2284,0,2040
913317,0,58,0,2040
47057,0,1675,0,2040
108055,0,900,0,2040
812871,0,1530,0,2040
697848,0,2583,0,2040
957529,0,1807,0,2040
152781,0,2184,0,2040
872914,0,1153,0,2040
720656,0,157,0,2040
795268,0,1128,0,2040
160941,0,2080,0,2040
889211,0,278,0,2040
721669,0,1830,0,2040
700806,0,1829,0,2040
913979,0,1631,0,2040
959316,0,1262,0,2040
824345,0,1538,0,2040
840142,0,5,0,2040
1171546,0,2023,0,2040
887616,0,24,0,2040
143622,0,1094,0,2040
974297,0,1345,0,2040
680437,0,548,0,2040
70736,0,1567,0,2040
173870,0,1900,0,2040
229203,0,2116,0,2040
102241,0,251,0,2040
921246,0,1477,0,2040
1225508,0,1379,0,2040
768159,0,972,0,2040
1104871,0,2065,0,2040
1037794,0,439,0,2040
796750,0,2080,0,2040
1055208,0,8,0,2040
111727,0,307,0,2040
966322,0,574,0,2040
803353,0,1389,0,2040
815046,0,730,0,2040
721521,0,1043,0,2040
256304,0,3019,0,2040
1078442,0,0,6391,2040
740439,0,0,11403,2040
768992,0,0,6000,2040
1110053,0,0,1722,2040
716569,0,0,386,2040
718311,0,0,1051,2040
305217,0,0,140,2040
653,0,0,830,2040
427609,0,0,9345,2040
537641,0,0,4214,2040
432441,0,0,6918,2040
591990,0,0,4772,2040
486971,0,0,5820,2040
495757,0,0,3779,2040
476204,0,0,3673,2040
472424,0,0,3180,2040
377717,0,0,8196,2040
864614,0,0,1562,2040
852160,0,0,361,2040
813605,0,0,96,2040
903885,0,0,4758,2040
803940,0,0,172,2040
1133328,0,0,4366,2040
104918,0,0,9770,2040
1089776,0,0,6206,2040
795018,0,0,10289,2040
220196,0,0,11690,2040
829190,0,0,9454,2040
1136670,0,0,733,2040
932775,0,0,5003,2040
1230975,0,0,4010,2040
797163,0,0,55259,2040
915582,0,0,860,2040
795274,0,0,8375,2040
708822,0,0,6450,2040
716797,0,0,997,2040
1258256,0,0,1323,2040
123168,0,0,362,2040
888863,0,0,538,2040
829204,0,0,178,2040
33478,420,0,0,2014
179730,175,0,0,2014
69090,486,0,0,2014
707307,60,713,0,2014
1171545,237,0,0,2014
1020640,65,65,0,2014
1226823,294,0,0,2014
769015,566,0,0,2014
843622,185,0,0,2014
90671,215,0,0,2014
840019,409,119,0,2014
937380,431,0,0,2014
238902,307,0,0,2014
202800,245,0,0,2014
911295,155,0,0,2014
889654,374,0,0,2014
760789,893,893,0,2014
903507,128,0,0,2014
796669,1217,0,0,2014
91339,7,0,0,2014
1254386,858,0,0,2014
964294,615,0,0,2014
158062,1268,0,0,2014
102105,163,0,0,2014
923448,708,0,0,2014
835758,131,0,0,2014
728199,1673,0,0,2014
74387,424,0,0,2014
1041306,33,12,0,2014
943165,424,0,0,2014
1176343,450,450,0,2014
729441,538,0,0,2014
889550,1067,0,0,2014
839037,583,0,0,2014
673334,683,0,0,2014
966745,762,0,0,2014
814955,824,0,0,2014
833058,62,0,0,2014
815047,58,58,0,2014
840329,813,0,0,2014
1151377,758,0,0,2014
53963,597,0,0,2014
126801,752,0,0,2014
183208,1093,0,0,2014
1186836,412,0,0,2014
931321,362,0,0,2014
1182467,350,0,0,2014
918149,423,0,0,2014
886182,452,0,0,2014
911806,512,0,0,2014
181183,570,0,0,2014
693302,476,0,0,2014
957933,1200,0,0,2014
224886,197,525,0,2014
873615,159,0,0,2014
220147,275,0,0,2014
40717,640,0,0,2014
889986,502,0,0,2014
714624,415,0,0,2014
127227,161,161,0,2014
1193011,219,0,0,2014
850817,512,0,0,2014
746002,432,0,0,2014
975566,1030,0,0,2014
874054,1000,0,0,2014
740502,1008,0,0,2014
108769,88,0,0,2014
226415,622,0,0,2014
112563,22,0,0,2014
973488,342,0,0,2014
235245,600,0,0,2014
1089125,204,0,0,2014
787482,648,0,0,2014
708904,619,0,0,2014
781745,408,0,0,2014
245783,174,0,0,2014
191034,722,0,0,2014
923763,293,0,0,2014
966633,796,0,0,2014
702603,332,0,0,2014
1239380,221,0,0,2014
815764,378,0,0,2014
252171,978,0,0,2014
132736,446,0,0,2014
60497,650,0,0,2014
741642,441,0,0,2014
1062368,523,0,0,2014
1090825,261,0,0,2014
78493,1368,1368,0,2014
682977,1056,0,0,2014
740520,574,0,0,2014
965882,480,0,0,2014
1110207,172,0,0,2014
135629,772,0,0,2014
862586,865,0,0,2014
777882,142,0,0,2014
930571,623,0,0,2014
1273695,52,0,0,2014
219496,740,36,0,2014
682167,322,0,0,2014
189434,620,0,0,2014
839187,495,0,0,2014
885317,441,0,0,2014
861525,1,0,0,2014
861967,557,0,0,2014
52978,421,0,0,2014
884111,487,0,0,2014
143349,762,0,0,2014
701586,752,0,0,2014
1055735,278,0,0,2014
878103,397,397,0,2014
726190,696,0,0,2014
922041,327,0,0,2014
901601,480,0,0,2014
136770,902,0,0,2014
856582,125,0,0,2014
991707,440,0,0,2014
748017,268,0,0,2014
109873,1149,0,0,2014
