Zone_id	Zone_ordinal	Dest_eligible	External	popcent_x	popcent_y	empcent_x	empcent_y
115	115	1	0	1279749.99998546	253070.624997124	1279589.9996801	253109.249936723
116	116	1	0	1278141.07842511	254560.102939929	1278433.7498402	254892.124968139
117	117	1	0	1278265.65610281	253246.117645913	1278200.93746006	253107.49999209
118	118	1	0	1277129.37499468	254665.991665606	1276706.19997447	254593.639994908
119	119	1	0	1276854.23728381	253338.542372023	1276938.09517729	253683.523797444
120	120	1	0	1275589.86841266	254472.776314115	1275770.99996811	254290.799993643
121	121	1	0	1275815.14083609	253234.838026386	1275983.88886526	253740.555550857
122	122	1	0	1275140.51019107	253493.622446393	1275263.57141035	253306.142853524
123	123	1	0	1274187.30768785	254710.888110998	1273980.3636132	254967.199995364
124	124	1	0	1274137.11537849	253495.442306474	1274611.3157727	253386.03947035
125	125	1	0	1273202.78480475	254904.088606519	1273214.23072026	254756.384605586
126	126	1	0	1272690.63828885	253273.822693239	1272539.99936373	253273.499873363
127	127	1	0	1271234.90636228	254683.385766836	1271495.71410407	254511.999963641
128	128	1	0	1271187.56578669	253502.721490672	1271048.30767275	253683.999996097
129	129	1	0	1269303.32278079	254885.670885269	1268758.29265198	254778.731701103
130	130	1	0	1269148.49206013	253530.931216261	1269012.45237793	253465.621427968
131	131	1	0	1267519.00602028	254998.499999232	1268036.44441627	255074.177772109
132	132	1	0	1267517.71986558	253587.641692985	1268068.84612946	253381.596148973
133	133	1	0	1266296.13792667	254906.5172405	1265893.85825775	255201.039368069
134	134	1	0	1266129.34425884	253599.622950127	1265828.21427667	253863.614283901
135	135	1	0	1264987.24695844	254930.336031357	1264927.87161735	255199.68243157
136	136	1	0	1264935.12421967	253560.844719709	1265229.43393839	253612.301882007
137	137	1	0	1263622.8664454	255021.915308616	1263962.92679844	255418.756091331
138	138	1	0	1263588.17646687	253619.308822783	1263520.99993682	253488.249987326
139	139	1	0	1262270.72130734	255046.403277852	1262534.44442106	255495.388884158
140	140	1	0	1262259.78570978	253657.328570523	1262500.83322813	253522.16664554
141	141	1	0	1261135.28036794	255073.635512827	1260627.8452969	255337.629832843
142	142	1	0	1260951.35677758	253728.949747469	1260680.53029348	253535.462119291
143	143	1	0	1259621.91918768	255103.289561431	1260138.02324116	254936.348834245
144	144	1	0	1259598.76404023	253702.179774331	1260069.34779869	253669.260864051
145	145	1	0	1258310.03558271	255088.498219733	1257962.79994968	254630.679989815
146	146	1	0	1258156.2127606	253720.978722325	1258358.36361348	253789.636359022
147	147	1	0	1256953.89438529	255085.336632822	1257478.93937489	254531.560602204
148	148	1	0	1257008.28025077	253618.726113842	1257353.27271584	253970.090906782
149	149	1	0	1255675.37036572	255205.81481387	1255354.61533633	255616.884605553
150	150	1	0	1255352.02613969	253746.104574334	1254914.37492157	253958.124984128
151	151	1	0	1254366.9230528	253485.346148971	1253882.82048067	253102.076916587
152	152	1	0	1252349.99999197	250552.999998394	1252729.99998434	252270.599996847
153	153	1	0	1255238.88283037	252405.899181874	1254416.6664576	252346.999957942
154	154	1	0	1254133.82758188	251023.865516376	1254278.23525723	250725.558816155
155	155	1	0	1255588.90829146	251110.663754362	1255533.33331241	251055.366662482
156	156	1	0	1256898.85931081	252425.182508546	1257143.57133878	252389.357124829
157	157	1	0	1257043.29639541	251074.418281853	1257144.99984286	251156.999968605
158	158	1	0	1258216.48935724	252396.283687048	1258074.99968548	252530.249936867
159	159	1	0	1258038.00546104	251054.948086746	1258420.44441648	250904.266661091
160	160	1	0	1259632.46666247	252431.896665825	1259803.82349236	252340.499992578
161	161	1	0	1259616.4628766	251069.633186677	1259579.93054681	250870.826387147
162	162	1	0	1260884.60750423	252325.156995726	1260378.03276622	251997.13114341
163	163	1	0	1260827.5257667	251322.994844065	1260731.37930551	250773.896550763
164	164	1	0	1262215.77205418	252344.191175543	1262474.99992986	252148.722208214
165	165	1	0	1262134.35483464	251012.016128223	1262092.9999369	250936.899987453
166	166	1	0	1263540.32163373	252275.903508034	1263887.4999684	252502.374993687
167	167	1	0	1263570.67646687	250982.782352203	1263519.99997523	250444.039210776
168	168	1	0	1264851.97841272	252282.41726528	1265366.30572442	252319.75159075
169	169	1	0	1265044.85013279	250862.528609671	1265318.20223297	251029.550558977
170	170	1	0	1266155.56727898	252216.736147092	1265771.87498022	252265.953121058
171	171	1	0	1266210.27999494	250964.391998996	1265885.86775813	250840.330576439
172	172	1	0	1267545.49265982	252267.289307647	1267927.63461295	252026.388461054
173	173	1	0	1267302.52746556	250986.675822797	1267169.99995474	250663.357133905
174	174	1	0	1269543.21249841	248759.438749689	1269543.21249841	248759.438749689
175	175	1	0	1273048.22344089	252180.655677194	1273074.89913178	251715.876079966
176	176	1	0	1272670.77972461	250506.033137913	1272344.44676144	250799.296450416
177	177	1	0	1273549.20501559	250888.552300206	1273379.52754903	250942.464564953
178	178	1	0	1273691.25925454	251607.95185092	1273739.99968157	251288.999937178
179	179	1	0	1274625.21007332	251858.319325615	1274785.6961864	251876.569617065
180	180	1	0	1274580.20724728	250734.212433934	1274576.79997451	250170.199994997
181	181	1	0	1275354.34107539	251727.031005801	1274997.6724028	252320.603446101
182	182	1	0	1275376.69322201	250782.868524897	1275552.12464228	250525.087817987
183	183	1	0	1276865.61337815	251987.260222112	1276998.57124614	252203.4285354
184	184	1	0	1276841.93771184	250652.875431659	1276609.37492021	250499.124984344
185	185	1	0	1278274.50548982	251937.025640103	1277977.59994888	251709.159989932
186	186	1	0	1278412.22873525	250476.222873166	1278344.02366108	250192.881655324
187	187	1	0	1279593.08988045	251901.859549147	1279168.1817988	252244.484844663
188	188	1	0	1279559.81272929	250548.280897938	1279615.8332267	250486.08331246
189	189	1	0	1281111.13206741	251733.911948102	1281396.02039509	252370.46938518
190	190	1	0	1281098.11376862	250499.790418412	1281204.80197386	250326.074256187
191	191	1	0	1282102.95202479	251930.516604236	1281661.38612592	251941.49504701
192	192	1	0	1282140.44443875	250505.435554442	1281730.90906761	250775.145449986
193	193	1	0	1283371.33332478	251941.83999832	1284069.99871593	251992.999748007
194	194	1	0	1283522.82050624	250524.846152561	1283522.82050624	250524.846152561
195	195	1	0	1284809.04108709	251914.479450329	1285062.47311137	251654.92472983
196	196	1	0	1284808.85415998	250461.614582029	1284928.2608137	250811.434771704
197	197	1	0	1286170.41175714	251783.84117499	1286013.33290466	251969.666582677
198	198	1	0	1286171.05262406	250456.847951752	1286236.66655948	250578.166645785
199	199	1	0	1287711.84999785	251970.736666247	1287833.22313931	252808.908172403
200	200	1	0	1287539.17873774	250271.748791062	1287319.99983908	250503.624968687
201	201	1	0	1288636.47058619	249064.031796106	1288321.87499195	249129.756248443
202	202	1	0	1287498.95833127	247350.727563706	1287566.08692853	247556.847820705
203	203	1	0	1286946.57657078	249429.346845723	1286411.61904517	248640.965713812
204	204	1	0	1285120.35713776	249156.583332345	1284354.79450295	249605.164380142
205	205	1	0	1284959.72027523	247880.674824308	1285310.35085464	247884.140346528
206	206	1	0	1283508.28728573	249155.999998623	1283406.66623886	249230.333250257
207	207	1	0	1283473.11965263	247791.427349368	1283052.86584584	247183.798778981
208	208	1	0	1282150.49999466	249222.474998962	1282364.93331624	249457.386663341
209	209	1	0	1282167.55019565	247868.879517077	1281678.78045654	247496.121945183
210	210	1	0	1280776.54951667	249289.373801121	1280570.38959376	248972.038957806
211	211	1	0	1280677.71317333	247888.387595938	1280813.82977361	247671.319146301
212	212	1	0	1279454.99999471	249293.880164259	1279664.16661335	249776.999989593
213	213	1	0	1279453.46613036	247919.908365546	1279522.84312471	247415.372546594
214	214	1	0	1278236.14785495	249376.431905644	1278599.33961058	249736.122639153
215	215	1	0	1278330.10636938	247990.553188851	1278839.99978686	247381.99995877
216	216	1	0	1276918.5207025	249563.059170121	1276772.4998404	249645.249968794
217	217	1	0	1276628.64686047	247962.914190601	1276797.99997446	248160.559995037
218	218	1	0	1275622.18340054	249099.834060048	1275048.187829	249806.892856812
219	219	1	0	1275681.92468352	247906.78661036	1275692.68517928	247688.685184038
220	220	1	0	1274545.49295176	249596.615022302	1274659.95623353	249746.943106675
221	221	1	0	1274383.9565162	248169.213042399	1274633.11686656	247970.285711065
222	222	1	0	1273264.8936116	249570.54042447	1273371.99987266	249823.299975018
223	223	1	0	1273125.93332485	248130.719998346	1273164.99936342	248333.999875833
224	224	1	0	1272190.97315009	249494.439596478	1272526.62649069	249961.204816266
225	225	1	0	1272466.02738854	248139.410957205	1272245.67564129	247651.189182496
226	226	1	0	1271766.62856416	248143.371427153	1271861.11096979	247977.444416891
227	227	1	0	1271017.68816521	249397.967740595	1270987.69220992	249854.153826934
228	228	1	0	1270693.57142323	248072.781511563	1270990.41664901	247734.333329893
229	229	1	0	1269764.65752845	248241.273971469	1269882.72715728	248047.272704723
230	230	1	0	1268189.99988471	247752.999977477	1268189.99988471	247752.999977477
231	231	1	0	1266457.72092729	249526.406976164	1265998.88881856	249137.11109727
232	232	1	0	1266529.99999901	247494.999999806	1266529.99999901	247494.999999806
233	233	1	0	1265035.93595748	249641.046797415	1265185.90906216	249521.613630693
234	234	1	0	1265001.3519784	248389.263402684	1264725.48383017	248465.903217791
235	235	1	0	1263531.60458091	249609.257878941	1263962.9999368	249830.299987508
236	236	1	0	1263415.51600974	248360.572952853	1263433.99994946	247905.759990084
237	237	1	0	1262206.82856782	249677.66285643	1262021.3332492	249760.333316683
238	238	1	0	1262219.34865417	248350.716474144	1262427.4998422	247986.749969002
239	239	1	0	1260852.59016187	249697.798360246	1260468.63094863	249709.83333259
240	240	1	0	1261166.76374996	248432.126212788	1260595.41079738	248498.486502202
241	241	1	0	1259574.33120752	249760.110402867	1260055.25421593	249672.084741531
242	242	1	0	1259596.57004709	248399.788405557	1259251.66804927	247934.914522719
243	243	1	0	1258161.41491155	249761.27533413	1258070.43472791	249622.17390219
244	244	1	0	1258223.53703471	248767.468518058	1257997.16049072	248222.520987041
245	245	1	0	1257046.60049316	249865.163771092	1256940.09173159	249674.394493122
246	246	1	0	1256852.79391251	248554.381742395	1256949.72475911	248102.256878458
247	247	1	0	1255455.67113673	249836.080536074	1254990.90903386	250030.090897726
248	248	1	0	1255393.93939204	248095.239393564	1255544.73239083	247750.887323246
249	249	1	0	1254094.36089754	249739.999999061	1253369.99991047	250054.999982139
250	250	1	0	1254340.41558116	248049.150648706	1254522.35286738	248029.117632469
251	251	1	0	1252926.12901879	249170.258061837	1252754.40298196	249837.863183458
252	252	1	0	1253696.66652737	247647.333305817	1255884.46326974	247442.587569224
253	253	1	0	1256690.41665358	247356.520830757	1256690.41665358	247356.520830757
254	254	1	0	1258013.84612159	247418.615378271	1258368.63713585	247172.913117126
255	255	1	0	1258068.14549051	246644.226434174	1258068.14549051	246644.226434174
256	256	1	0	1259647.29791857	246925.297920908	1259577.71208064	247088.984575518
257	257	1	0	1258948.44441647	246717.799994517	1259462.95399211	245909.670701584
258	258	1	0	1261062.7777661	247053.824071787	1261034.67587539	247037.599362118
259	259	1	0	1260459.99873954	245416.999754583	1260909.60377121	245430.97169765
260	260	1	0	1262291.61971387	246969.295773778	1262303.33331229	247022.949995883
261	261	1	0	1262344.82754268	246249.586198405	1262400.4428875	245676.321677749
262	262	1	0	1263359.99999576	246943.697985749	1263183.48834272	247417.999994246
263	263	1	0	1263477.62263674	245748.143395299	1262910.99993685	245496.899987725
264	264	1	0	1264909.15988817	246947.66395597	1264734.07402723	247027.999990851
265	265	1	0	1264375.11110175	245682.303701884	1264361.66645594	245848.666625692
266	266	1	0	1265394.14342125	245807.581672327	1264919.05510815	245844.401572867
267	267	1	0	1266267.51824355	245809.456203482	1265999.38848465	245689.129495519
268	268	1	0	1266966.34145569	245776.871949721	1267175.99993664	245836.949987708
269	269	1	0	1267871.16070863	245905.665177474	1267522.74996831	245699.624993858
270	270	1	0	1268487.77776212	245479.061725364	1268710.66658209	245808.866650279
271	271	1	0	1270003.74045478	246868.5241724	1270317.59997459	246934.079995061
272	272	1	0	1269369.65345906	245542.727721557	1269059.89510046	245213.699299842
273	273	1	0	1270303.56827634	245478.493390989	1270334.01867972	244992.925231355
274	274	1	0	1271251.51334934	246947.160236656	1271246.71231135	247329.369859626
275	275	1	0	1271517.5225168	245381.297296192	1271305.90528894	245291.058495138
276	276	1	0	1272347.06249205	246749.781248458	1272227.49968194	246884.999938279
277	277	1	0	1273087.72151093	246780.056960463	1273152.85696098	246633.714250481
278	278	1	0	1272837.1693088	245382.605819457	1272633.81577273	245138.539470459
279	279	1	0	1274251.74192726	246802.180643569	1274640.25422649	246695.474574181
280	280	1	0	1274216.34999681	245298.502499387	1274516.42856818	245116.831632028
281	281	1	0	1275588.5765535	246729.527511667	1275324.99999689	246441.104877448
282	282	1	0	1275560.88659662	245515.299999747	1275485.77995382	245307.32629974
283	283	1	0	1276722.76542895	246732.958024082	1276629.56518964	246525.869559858
284	284	1	0	1276559.38774859	245443.280610993	1276644.82517036	245141.328670472
285	285	1	0	1278172.67830964	246720.982532392	1278510.77668662	246996.349512165
286	286	1	0	1277977.27722456	245509.091583551	1277655.53844188	244977.523073154
287	287	1	0	1278497.94871249	245878.816238266	1278389.49407828	245742.257265613
288	288	1	0	1279694.1104216	246814.294477013	1279374.9541167	246748.816511498
289	289	1	0	1279494.72318311	246063.072664307	1279692.17391207	245392.523264496
290	290	1	0	1280219.99991999	246049.999984622	1280219.99991465	246049.999983597
291	291	1	0	1280953.68793418	245526.19148762	1280630.468745	245187.890624042
292	292	1	0	1282089.08758656	246663.018247275	1281950.9998718	246293.099975371
293	293	1	0	1281829.58579123	245345.857986714	1281271.62787718	244743.023250122
294	294	1	0	1282848.83288784	245878.973474149	1283032.93331623	246343.373330049
295	295	1	0	1284404.39862102	246403.615119428	1285067.61902722	246854.634916717
296	296	1	0	1283880.74849915	245167.541915434	1283618.11850279	245084.091735903
297	297	1	0	1286138.61841682	244127.546051829	1286262.49994641	244043.708323165
298	298	1	0	1284308.14069706	244027.804018874	1284411.62158691	244028.432425837
299	299	1	0	1284113.06278517	242438.68300116	1283875.73769439	242720.139342273
300	300	1	0	1282323.4161411	244207.012420843	1282101.98674648	244333.827812951
301	301	1	0	1278529.99993607	242555.999987872	1278529.99993607	242555.999987872
302	302	1	0	1278529.99993607	242555.999987872	1278529.99993607	242555.999987872
303	303	1	0	1278529.99993607	242555.999987872	1278529.99993607	242555.999987872
304	304	1	0	1275296.87121116	243766.582575573	1275411.49983105	244292.053926443
305	305	1	0	1275509.99997343	242706.999994944	1275040.74127494	242551.056096476
306	306	1	0	1275230.36584588	241134.823169261	1275230.36584588	241134.823169261
307	307	1	0	1274168.86241255	243860.802459459	1274457.3662499	243677.366254141
308	308	1	0	1273721.2244638	242357.081627707	1273721.2244638	242357.081627707
309	309	1	0	1272705.24850642	243728.302186394	1272706.5174066	244128.517411721
310	310	1	0	1272485.74358322	242500.312819269	1273206.19280942	242450.1127449
311	311	1	0	1271095.37735649	243793.037735466	1271226.96427815	244570.148808068
312	312	1	0	1270886.82110519	241767.268982958	1270683.44826856	241186.540228499
313	313	1	0	1269185.57456902	243571.1809285	1269283.60934048	244341.358810781
314	314	1	0	1269341.85449177	241625.007132323	1268736.9579247	241627.26213514
315	315	1	0	1270089.37644048	240034.808313533	1269553.63360195	239968.251011903
316	316	1	0	1267871.37029156	243939.928870038	1268339.31817976	244010.493506097
317	317	1	0	1267705.22099097	242252.458562867	1268203.09037531	242068.032069265
318	318	1	0	1267719.83805411	240976.625505585	1268035.31223159	240798.881094747
319	319	1	0	1266959.77098914	244420.64885434	1266988.51189722	244586.434522354
320	320	1	0	1267041.71052215	242912.210525517	1267177.06864329	242416.460110868
321	321	1	0	1266892.23300356	241412.325241547	1266847.09749268	241411.047910796
322	322	1	0	1266018.43333193	244428.142221951	1266439.99998577	244205.370783773
323	323	1	0	1266033.64285413	242844.364285136	1266174.99992086	242872.62498482
324	324	1	0	1266082.70053307	241717.799464917	1266245.27220509	240889.121298719
325	325	1	0	1264857.87528576	244580.739029458	1264489.9995785	243920.333252027
326	326	1	0	1264679.43786608	242912.600590997	1264263.82976033	242588.255313988
327	327	1	0	1264865.31913997	242036.156026652	1264754.41005558	241789.748548855
328	328	1	0	1263538.25202738	244266.105690064	1263154.40908517	244440.431817071
329	329	1	0	1263019.99873698	244046.999755953	1263229.14076552	243135.270566283
330	330	1	0	1262146.1034461	244592.801723716	1262146.1034461	244592.801723716
331	331	1	0	1250543.33324996	248197.799983453	1249796.94914195	244467.999997928
332	332	1	0	1253721.87786068	246191.08396909	1255465.94202595	245531.17391245
333	333	1	0	1254377.95148079	243694.668463283	1254808.80433419	243702.913040829
334	334	1	0	1256422.98600116	243611.401243789	1256674.61533628	243659.807682936
335	335	1	0	1257939.99958069	243896.999918701	1257934.43396164	244092.729394119
336	336	1	0	1262095.38460152	242084.78021712	1261960.52570695	242678.575967509
337	337	1	0	1265989.99873401	239918.999760081	1265112.38301505	240671.755632478
338	338	1	0	1264819.35314464	240042.017482098	1265115.1973601	240214.171051051
339	339	1	0	1262118.71621337	241623.211711168	1262861.94440937	241211.527771077
340	340	1	0	1262510.79411393	240263.523528705	1262754.99998143	240647.499996461
341	341	1	0	1260608.90703359	241728.031406732	1260417.76535961	241816.61731776
342	342	1	0	1259591.72366449	240905.274965471	1259591.72366449	240905.274965471
343	343	1	0	1257201.87078581	241651.843820089	1257848.60654707	241312.680325891
344	344	1	0	1254930.92250691	241220.068265238	1254642.33008491	241453.087376297
345	345	1	0	1252950.50617129	240995.451851554	1252767.91664057	241080.520828311
346	346	1	0	1251020.28957287	241002.19498023	1251357.67543311	240078.710525263
347	347	1	0	1251465.31352722	237859.603959611	1252496.41617773	235465.104044882
348	348	1	0	1252944.75137891	237992.476979304	1253510.33331941	237433.955552917
349	349	1	0	1255211.26194789	238712.193116178	1254406.89473354	237824.957894111
350	350	1	0	1257713.53798829	239115.098234659	1258403.26202872	239140.41711166
351	351	1	0	1259821.42848144	240095.214268565	1259682.47018525	237578.645655473
352	352	1	0	1260706.17557895	238869.659939214	1260371.77350158	239906.63247812
353	353	1	0	1262017.29999579	238209.196665873	1262270.21736386	237330.695647015
354	354	1	0	1263386.91565961	238179.144577739	1262880.89040231	237452.917806593
355	355	1	0	1264741.186438	238287.302965597	1264365.6652347	237399.767167127
356	356	1	0	1266128.91719342	238880.375795418	1266887.17556285	238780.152669933
357	357	1	0	1266205.83050418	237575.311863601	1266120.69764497	237649.930227031
358	358	1	0	1268096.79665562	237120.781336717	1267664.27672159	237828.459118001
359	359	1	0	1267975.18513822	238251.481472657	1267624.7656217	238687.304686878
360	360	1	0	1273266.82691083	240725.894228455	1272798.71942263	240017.07338095
361	361	1	0	1273915.33874994	240420.823847587	1273910.22292588	240985.767515156
362	362	1	0	1272038.54383169	237752.270430553	1272368.12997179	237653.700264937
363	363	1	0	1272891.69836784	238618.834238806	1272604.56797506	237284.943202274
364	364	1	0	1274207.63440175	238904.494622372	1273745.54346442	238293.52173654
365	365	1	0	1274112.38094935	237011.528570864	1273928.38149553	237153.514449496
366	366	1	0	1275886.73682867	236833.578944875	1275959.99936202	236727.999881636
